GroupID,object,spt,npoints,median_mjd,pseudomag,ra_mean,dec_mean,ra_median,dec_median,ra_std,dec_std,ra_skew,dec_skew,ra_kurtosis,dec_kurtosis,semi_major_axis,semi_minor_axis,position_angle,bbox_width,bbox_height,bbox_diagonal,spatial_density,time_span,min_mjd,max_mjd,bbox,EC,CP,LP,I2,P3,HAM,EGG,SCI,CAL
3167,HD024916;GJ157B;;;;;;;;;,K4;M2;;;;;;;;;,42,54800.2246822338,8.76694320324146,59.36889290642857,-1.1584452380952381,59.368614025,-1.158905,9.532219770108085,7.45648110484409,0.9274628389330316,0.7431952291938425,0.6167208659898527,-0.17314265715932242,25.84004257521217,14.482678760100614,58.736244810117384,30.49199999999992,39.54599999999289,49.936441403041854,0.03483058889191854,1085469.919194036,54800.2246822338,57772.07935490741,"[(-1.16212, 59.36441305), (-1.16212, 59.37539805), (-1.15365, 59.37539805), (-1.15365, 59.36441305)]",42,0,0,0,42,42,0,42,0
3168,GJ3131;;;;;;;;;;,M2;;;;;;;;;;,2,55457.3177509838,10.286491027061075,30.83915958,-21.227795,30.83915958,-21.227795,1.7486637561692875,1.909188309199229,0.0,1.4210840378383464e-11,-2.0,-2.0,,,,2.7000000000001023,2.4729840000048853,3.661372674869456,0.29953317156085496,239686.79833649436,54801.091061493054,55457.3177509838,"[(-21.22817, 30.83881611), (-21.22817, 30.83950305), (-21.22742, 30.83950305), (-21.22742, 30.83881611)]",2,0,0,0,2,2,0,2,0
3169,GJ85;;;;;;;;;;,M1;;;;;;;;;;,11,54831.07646849537,11.036676327378066,31.862061535454544,-66.56949272727273,31.86295388,-66.56948,6.686097150945011,1.1980041584632848,-0.5850974437824029,-0.7760139768733962,-1.1073442788638472,-0.25299900042081713,16.36803889015357,2.9166256807498603,91.07708921584857,3.8880000000062864,18.77399999999909,19.172366051168925,0.15069873798825223,12050.892586033786,54801.12883140046,54834.12237715278,"[(-66.57011, 31.85902694), (-66.57011, 31.86424194), (-66.56903, 31.86424194), (-66.56903, 31.85902694)]",11,0,0,0,11,11,0,11,0
3170,GJ3160;;;;;;;;;;,M2;;;;;;;;;;,2,54801.15651318287,11.391986614112971,37.232556939999995,12.090105,37.232556939999995,12.090105,0.14285819723474982,1.6546298679771867,3.798339910591119e-10,0.0,-1.9999999999999998,-2.0,,,,2.3400000000009413,0.202032000012764,2.348705372973282,4.230522168005625,241866.86459107636,54801.15651318287,55463.35189878472,"[(12.08978, 37.23252888), (12.08978, 37.232585), (12.09043, 37.232585), (12.09043, 37.23252888)]",2,0,0,0,2,2,0,2,0
3171,GJ3263;;;;;;;;;;,M3;;;;;;;;;;,19,54914.99890523148,12.216042576308727,61.839462350000005,-24.488065789473684,61.83929111,-24.48804,5.970726541018003,4.838773137243251,-0.7473139963799096,-0.2669155664306761,0.31383841455561123,-1.0355413618661855,15.377175104037157,10.834699881376672,115.99995730192562,15.444000000003655,23.19098400000712,27.86285834024749,0.053048686086392946,493156.7864623103,54802.20362385416,56152.393319849536,"[(-24.49053, 61.83545111), (-24.49053, 61.84189305), (-24.48624, 61.84189305), (-24.48624, 61.83545111)]",19,0,0,0,19,19,0,19,0
3172,GJ3205;;;;;;;;;;,M2;;;;;;;;;;,20,54851.04553178241,11.47190539603804,47.5669061635,5.9086,47.566534024999996,5.90885,8.118637986405833,2.673712026377451,-0.1545797612306601,-0.414429477610855,-0.9060944631609185,-0.8932134239316478,20.51166870102329,4.1206808244505355,104.65642011672152,9.288000000000096,29.144988000007288,30.58916915381277,0.07388289563900036,118783.45412690936,54803.08888420139,55128.30025758102,"[(5.90725, 47.56241111), (5.90725, 47.57050694), (5.90983, 47.57050694), (5.90983, 47.56241111)]",20,0,0,0,20,20,0,20,0
3173,GJ3221;;;;;;;;;;,M2;;;;;;;;;;,28,55576.06734197917,11.792997181946028,50.844975978214286,11.685160357142857,50.844469024999995,11.68505,10.787368818483671,6.962354650956565,-0.13575650293185615,-0.4327121751490357,-1.2576519004978517,-0.8485495429105168,31.08594656837723,4.607667570913526,57.74557494801863,23.220000000003438,35.18297999999902,42.15460214117186,0.034273873896138514,375547.9412900026,54803.09369491898,55831.28792158565,"[(11.68099, 50.839425), (11.68099, 50.84919805), (11.68744, 50.84919805), (11.68744, 50.839425)]",28,0,0,0,28,28,0,28,0
3174,GJ3032;;;;;;;;;;,M2;;;;;;;;;;,4,55424.21944957176,11.872266387018776,5.831066245,-50.8944325,5.831102495,-50.89445,3.4236221150701818,0.8536252104946273,-0.05782809215623311,0.20469527099145907,-1.8004666295206704,-1.3301171747456977,8.618850697473553,0.5500456308113845,76.44692739580384,1.9799999999889906,7.10600400000132,7.376699319342707,0.28429508626970623,364575.74434021174,54803.11973424768,55801.2737228588,"[(-50.89469, 5.83004305), (-50.89469, 5.83201694), (-50.89414, 5.83201694), (-50.89414, 5.83004305)]",4,0,0,0,4,4,0,4,0
3175,GJ1022;;;;;;;;;;,M2;;;;;;;;;;,9,55425.20564880787,12.022512383696574,12.378316817777778,-61.04314666666667,12.37833805,-61.04368,5.581843274792077,4.264366775968617,-0.07298019701917678,1.0539469739300182,-1.512660946564575,-0.4475761398980884,14.2686298951248,9.59233625331944,67.07345823651579,12.059999999991078,14.745995999996353,19.049619367107923,0.05060822318934269,234585.83263849595,54803.12602652778,55445.38703306713,"[(-61.04429, 12.37611), (-61.04429, 12.38020611), (-61.04094, 12.38020611), (-61.04094, 12.37611)]",9,0,0,0,9,9,0,9,0
3176,GJ3090;CD-47   399;;;;;;;;;,M1;;;;;;;;;;,65,54803.130799618055,11.138805292533338,20.43832907723077,-46.71535446153846,20.43868194,-46.71526,6.14497629816122,3.90176745157504,-0.2205055245863315,-0.7736683297487238,-0.7752329019916098,0.03270457413077388,15.198128631816534,9.297696655120932,100.45405390037583,16.88399999998751,23.976000000000397,29.324359021120944,0.16056884492495885,1459209.821286787,54803.130799618055,58798.22955741898,"[(-46.71823, 20.43512388), (-46.71823, 20.44178388), (-46.71354, 20.44178388), (-46.71354, 20.43512388)]",65,0,0,0,65,55,0,65,0
3177,GJ9067B;;;;;;;;;;,M2;;;;;;;;;;,17,55894.13975828704,13.000904197810334,30.512508377647055,3.9440647058823526,30.51242194,3.94377,11.471462490542978,4.60654285324951,0.05208113037380298,0.1620612441284408,-0.7087253102625808,-1.3544628776008683,28.264781712049164,10.798838592934795,97.13144911127218,14.724000000000537,39.72301200000743,42.36406328898055,0.029065710335492007,555522.3171995935,54804.09127256944,56325.0284859838,"[(3.94223, 30.50697194), (3.94223, 30.51800611), (3.94632, 30.51800611), (3.94632, 30.50697194)]",17,0,0,0,17,17,0,17,0
3178,GJ143.3;;;;;;;;;;,M2;;;;;;;;;;,7,55827.35817650463,12.02252034573996,52.947860115714285,14.317278571428572,52.94703,14.31687,8.454256776115704,6.666691618999551,0.8402748287137601,0.2743074687053892,-0.4156803808673488,-1.5239569174324596,24.527742031913814,9.636493469069935,54.28009072921795,16.66800000000208,24.072984000005704,29.28021145184235,0.01744554819990879,374091.32560895564,54804.15269496528,55828.358925243054,"[(14.31519, 52.94548194), (14.31519, 52.95216888), (14.31982, 52.95216888), (14.31982, 52.94548194)]",7,0,0,0,7,7,0,7,0
3179,GJ3279;;;;;;;;;;,M2;;;;;;;;;;,11,54829.24930153936,11.214035926362747,65.55408628454546,-57.43542363636364,65.55412805,-57.43537,7.48900134080267,1.3491379065543458,0.2989364661477051,-0.9700985256991479,0.6687724499804495,0.5093767417354735,18.48974642705824,2.2449976118129005,97.58238730560042,4.895999999993705,29.811995999995133,30.211354181891025,0.07536335460889791,10934.115342218072,54804.2221663426,54834.15814263889,"[(-57.43627, 65.55022), (-57.43627, 65.55850111), (-57.43491, 65.55850111), (-57.43491, 65.55022)]",11,0,0,0,11,11,0,11,0
3180,GJ3455;;;;;;;;;;,M3;;;;;;;;;;,12,54827.32492649306,11.858746575493075,114.05511483416666,-51.92214166666667,114.05526458,-51.92218,4.3290344427475205,1.2353855489472134,-2.0496054382387787,0.316583344168903,3.6615201974771026,0.06141557867307146,10.59661203853145,3.0215414643591942,89.34172185485752,4.5719999999931815,15.851016000004847,16.497208619410355,0.16558382857058568,156614.0869988369,54804.3542884375,55233.14028980324,"[(-51.9227, 114.05169194), (-51.9227, 114.056095), (-51.92143, 114.056095), (-51.92143, 114.05169194)]",12,0,0,0,12,12,0,12,0
3181,GJ333;;;;;;;;;;,M1;;;;;;;;;;,11,54825.36348986111,11.477051440311257,134.8831630009091,-47.43446454545455,134.88351694,-47.43451,5.196327289152858,0.9802798858242197,-1.7744599724830032,0.3528029624061301,2.476967128818547,-0.8888724345091683,12.753894734683199,2.205243729671786,85.6834495866205,3.024000000013416,17.889011999932336,18.14280370653346,0.2033408070587553,10947.493164581372,54804.358931319446,54834.33153409722,"[(-47.4348, 134.87935888), (-47.4348, 134.88432805), (-47.43396, 134.88432805), (-47.43396, 134.87935888)]",11,0,0,0,11,11,0,11,0
3182,GJ3500;;;;;;;;;;,M3;;;;;;;;;;,2,54825.35196462963,10.79638444050552,126.80229611,-44.98771,126.80229611,-44.98771,2.723775321126946,2.138290906299519,0.0,0.0,-2.0,-2.0,,,,3.0239999999878364,3.8519999999948595,4.8971910315901335,0.17169669298525553,7666.016202935256,54804.36355613426,54825.35196462963,"[(-44.98813, 126.80176111), (-44.98813, 126.80283111), (-44.98729, 126.80283111), (-44.98729, 126.80176111)]",2,0,0,0,2,2,0,2,0
3183,GJ3020;;;;;;;;;;,M2;;;;;;;;;;,2,55450.31565438658,11.461668411154147,4.011462495,-48.261925,4.011462495,-48.261925,1.265740937315245,2.1637467504303145,0.0,0.0,-2.0,-2.0,,,,3.0599999999992633,1.790028000002053,3.5451093411609804,0.3651310321633169,235673.4651855314,54805.07687222222,55450.31565438658,"[(-48.26235, 4.01121388), (-48.26235, 4.01171111), (-48.2615, 4.01171111), (-48.2615, 4.01121388)]",2,0,0,0,2,2,0,2,0
3184,GJ3009;;;;;;;;;;,M2;;;;;;;;;;,11,55510.11519671296,11.617777482261815,2.073209188181818,-57.098617272727274,2.07331805,-57.09867,4.282695041412674,1.0020800185773178,-1.8518366636851271,1.5001281950741618,2.9759467629362906,1.569992676676999,10.583972349042496,1.9695851421890191,98.08049025919547,3.383999999999787,16.052003999999975,16.40482515652068,0.2025037507185192,260417.00911614075,54805.08414939815,55518.06706278936,"[(-57.09886, 2.07000611), (-57.09886, 2.074465), (-57.09792, 2.074465), (-57.09792, 2.07000611)]",11,0,0,0,11,11,0,11,0
3185,GJ167.2;;;;;;;;;;,M0;;;;;;;;;;,13,55135.17738951389,11.240015582592369,64.29335969769231,-26.04414076923077,64.29346111,-26.04431,2.5437226000219724,3.023087774493988,-0.20535795684871405,0.045708523649415266,-1.0305204679837932,-1.0291498247101578,8.760116962390699,4.09601888360727,142.73164296243246,9.863999999997475,8.045999999995956,12.729360235294038,0.16379862828489156,123452.68521056171,54805.16727937501,55143.16231075232,"[(-26.0456, 64.29212111), (-26.0456, 64.29435611), (-26.04286, 64.29435611), (-26.04286, 64.29212111)]",13,0,0,0,13,13,0,13,0
3186,GJ3284;;;;;;;;;;,M0;;;;;;;;;;,2,55576.079114629625,11.508321883528055,66.45841,15.520615,66.45841,15.520615,8.88408959882607,1.349159738504858,0.0,1.0054953683114746e-11,-2.0,-2.0,,,,1.9079999999981112,12.563999999997577,12.708050991396435,0.08343027931799941,281573.4926233419,54805.17290621527,55576.079114629625,"[(15.52035, 66.456665), (15.52035, 66.460155), (15.52088, 66.460155), (15.52088, 66.456665)]",2,0,0,0,2,2,0,2,0
3187,GJ3293;;;;;;;;;;,M2;;;;;;;;;;,215,54879.0862425463,11.64650012695688,67.14985988255815,-25.16963288372093,67.14969194,-25.16959,8.226498554135308,6.2816368471822575,-0.0952289590364619,0.1458723466777816,-0.6662770813289778,0.10370858135980976,20.930754187484336,14.273918895323197,68.08202840832577,29.735999999999763,37.419012000043494,47.795524424985494,0.19322512436282532,844393.27143072,54805.17861988426,57117.00140271991,"[(-25.17366, 67.14399694), (-25.17366, 67.15439111), (-25.1654, 67.15439111), (-25.1654, 67.14399694)]",215,0,0,0,214,214,0,215,0
3188,GJ3502B;;;;;;;;;;,M3;;;;;;;;;;,28,54847.30393556713,11.920619714335444,127.86428244571428,-6.036901785714286,127.86524499500001,-6.0365400000000005,9.153815767982083,5.2875950244740375,-0.12635875040023972,-0.40698161771131963,-1.5820749934886673,-1.2942044467706544,23.737903118841018,10.296223677751998,68.49292637491277,15.40800000000182,26.414028000016287,30.579524835839102,0.06879820823029621,572998.4757504229,54805.35926715278,56374.14359501157,"[(-6.03934, 127.86052388), (-6.03934, 127.86786111), (-6.03506, 127.86786111), (-6.03506, 127.86052388)]",28,0,0,0,28,28,0,28,0
3189,TOI-4324;GJ3563;;;;;;;;;,M3;M2;;;;;;;;;,44,59645.04493489584,11.997407583614907,145.64769925636364,-19.23787772727273,145.64673541000002,-19.238815000000002,6.4649058813092894,10.290327848131264,1.060722665063303,0.552549045427806,-0.5985409381941578,-1.0110909740747982,28.171085854066014,9.548606220992605,-151.5693552802163,31.463999999998293,20.113019999928383,37.34323057151606,0.06952827547653158,1776109.9147392001,54806.36178078704,59669.08570888889,"[(-19.24203, 145.64609805), (-19.24203, 145.651685), (-19.23329, 145.651685), (-19.23329, 145.64609805)]",44,0,0,0,44,44,0,44,0
3190,GJ3006;;;;;;;;;;,M2;;;;;;;;;;,8,55132.15303173611,11.748695815568869,1.585464995,-65.84234375,1.585293465,-65.842435,7.826431498753803,2.3703780891909,-0.13888447983437482,0.4951276189097138,-0.6796782943331947,-1.0060610047422667,19.217286105220136,5.596820793273355,85.22992225295185,6.660000000016453,24.843996000000157,25.72119237609802,0.048349758275529675,122358.54477516151,54807.08824216435,55142.08768028936,"[(-65.84312, 1.58178194), (-65.84312, 1.58868305), (-65.84127, 1.58868305), (-65.84127, 1.58178194)]",8,0,0,0,8,8,0,8,0
3191,GJ179;;;;;;;;;;,M3;;;;;;;;;;,23,54825.1907465625,11.529556038958123,73.02676069695653,6.475867826086957,73.02617805,6.47602,11.364570932252958,6.231526703730087,-0.9047730271362949,-2.213796349356872,0.5980183117728846,6.174533713737512,29.552396292914704,11.535007150803095,68.48322162408122,30.239999999999867,43.841015999987576,53.25872964980632,0.017348640154284507,565351.1268197385,54807.178056689816,56355.02508425926,"[(6.46948, 73.01786194), (6.46948, 73.03004), (6.47788, 73.03004), (6.47788, 73.01786194)]",23,0,0,0,23,23,0,23,0
3192,GJ204.2;;;;;;;;;;,M2;;;;;;;;;;,10,54825.25161695602,11.426404057235448,82.47015316299999,-3.4423589999999997,82.47072194,-3.442005,5.749053996497549,3.37575378249085,-1.258707262806106,-0.40546038109507,-0.04830848788933739,-1.2196150529702918,14.127741812143594,8.166449534421943,96.2612755154428,9.61200000000062,15.995015999999396,18.660950694973945,0.0650431489975069,9875.639941754409,54807.18277179398,54834.22080038195,"[(-3.44373, 82.46710388), (-3.44373, 82.47154694), (-3.44106, 82.47154694), (-3.44106, 82.46710388)]",10,0,0,0,10,10,0,10,0
3193,GJ3356;;;;;;;;;;,M3;;;;;;;;;;,11,54825.20272530093,11.540289865958389,83.71981898727273,13.878102727272728,83.72086,13.87849,7.7996855602554325,3.326917787328883,-0.9120802235622529,-1.695745837457323,-0.8497566597886692,1.2648791692476298,20.265406050167776,4.481857555306929,69.87886570839757,10.331999999998942,20.562983999991502,23.012747228088276,0.05177524349960312,9860.25648682832,54807.18762070602,54834.18353168981,"[(13.87589, 83.71603), (13.87589, 83.72174194), (13.87876, 83.72174194), (13.87876, 83.71603)]",11,0,0,0,11,11,0,11,0
3194,GJ3341;;;;;;;;;;,M2;;;;;;;;;;,137,55484.32013421296,11.786579213924188,78.94874197080293,-31.293992116788324,78.94901194,-31.29393,7.556408383766264,6.297629953507255,-0.039215744599269645,0.47763894360216574,3.001684247325457,0.27166386839340717,18.50274533064141,15.405657543029085,92.90445330409246,28.76399999999819,57.05600400000321,63.896441907576346,0.0834775962759022,531784.390416569,54807.19331596065,56263.13962784722,"[(-31.29748, 78.94260305), (-31.29748, 78.95845194), (-31.28949, 78.95845194), (-31.28949, 78.94260305)]",137,0,0,0,137,137,0,137,0
3195,GJ238;;;;;;;;;;,M2;;;;;;;;;;,8,54830.28768466435,11.231302497989649,98.4581841275,-58.5264325,98.45842388,-58.527074999999996,6.69881366764651,6.724522202885804,-0.2555369340927965,2.2285908032699315,-1.4741111988310958,3.042073805794443,18.707086175430714,13.776570965222666,135.3698150554899,19.547999999988974,17.552988000011283,26.272260879644694,0.02331506339738432,440061.9210116844,54807.20350107639,56012.02737790509,"[(-58.52726, 98.45540305), (-58.52726, 98.46027888), (-58.52183, 98.46027888), (-58.52183, 98.45540305)]",8,0,0,0,8,8,0,8,0
3196,GJ297.2B;;;;;;;;;;,M2;;;;;;;;;;,16,55574.31855758102,11.436396268359115,122.64564369375,-13.81284,122.645740965,-13.81235,9.162813531779125,4.479823567954869,-1.9329546363363572,-0.7026300488632098,4.147839879350603,-0.9998484082522348,23.51840921457068,8.372814364676541,108.7931991789877,13.3920000000046,37.92196800004035,40.217176939663574,0.03150530400282284,531809.3372790377,54807.30097614583,56263.315588819445,"[(-13.81516, 122.63765), (-13.81516, 122.64818388), (-13.81144, 122.64818388), (-13.81144, 122.63765)]",16,0,0,0,15,14,0,16,0
3197,GJ3470;LP 424-4;HD85512;;;;;;;;,M1;;K5;;;;;;;;,126,55591.2327516088,12.084171648533548,119.77417541452381,15.389618333333335,119.77422847,15.39028,12.418526614365287,8.257962150554757,-0.32742677085124,-1.2746288257881573,-0.705223124553799,0.9506519072346848,34.71340662017352,11.289824181752742,59.28672454630401,35.81999999999965,49.19698799997718,60.855698404256884,0.07150006703052955,1245391.4969739588,54807.30616662037,58217.00225689815,"[(15.38333, 119.76626111), (15.38333, 119.77992694), (15.39328, 119.77992694), (15.39328, 119.76626111)]",126,0,0,0,125,125,0,126,0
3198,ZET-PHE;PHE;ZETA-PHE;0108_PHE;;;;;;;,;G2V;;;;;;;;;,49,55478.38875203703,3.8318977862733012,17.096883335102042,-55.24630265306123,17.09635111,-55.24597,9.573758011512865,4.389791097258399,0.5751155826928933,-0.7817845294651461,-0.3136288835670715,-0.12327628681721459,23.899806691221166,9.662481368218781,102.41455403517541,17.99999999998363,37.238003999992486,41.36023382311647,0.0731033334177967,789730.2528581508,54808.01630771991,56970.17990212963,"[(-55.24919, 17.09300611), (-55.24919, 17.10335), (-55.24419, 17.10335), (-55.24419, 17.09300611)]",25,24,0,0,25,0,25,49,0
3199,BB_SCL;0135_BB_SCL;;;;;;;;;,;;;;;;;;;;,6,55145.006114780095,6.038393618998912,23.758158653333336,-29.908923333333334,23.757999025,-29.90899,2.6230451985186773,1.80484148888397,0.6853964957343628,0.3897269427983288,-0.8067132237798753,-1.2513071265342874,6.435082280340958,4.396065190131814,95.32216789259435,4.500000000008697,6.810984000000531,8.163302214688704,0.1957622178132635,227639.18643526442,54808.01902327546,55431.26114903936,"[(-29.90942, 23.75747), (-29.90942, 23.75936194), (-29.90817, 23.75936194), (-29.90817, 23.75747)]",6,0,0,0,6,0,6,6,0
3200,DP_CET;;;;;;;;;;,;;;;;;;;;;,19,55479.27033396991,5.926399133949117,32.46600318157895,3.7697626315789474,32.46683388,3.76966,12.696951241506333,2.9626355265468782,-0.603639495046098,0.14513774890928258,-0.6937699344664958,-0.7418341983009653,31.19317549204458,6.737549647857463,95.05074250662985,11.268000000000278,41.95501199999967,43.441809998204754,0.040190454082471856,767138.2789985551,54808.02165561343,56908.33179660879,"[(3.76816, 32.45831388), (3.76816, 32.46996805), (3.77129, 32.46996805), (3.77129, 32.45831388)]",19,0,0,0,19,0,19,19,0
3201,SMC130.5-4293;;;;;;;;;;,;;;;;;;;;;,12,54808.0638684838,16.207010899441336,8.448455899166666,-73.07651750000001,8.44833444,-73.07577,19.8022081765952,14.106990878148327,-0.479188790529671,-0.24531743701305372,-0.43604616669953344,-1.1905182181892704,49.26160581788432,33.38834860117587,75.93610110300219,42.04799999999409,63.317016000004855,76.00709716299113,0.004507289602117375,265890.83815868886,54808.0638684838,55536.03330902778,"[(-73.08258, 8.43876194), (-73.08258, 8.45635), (-73.0709, 8.45635), (-73.0709, 8.43876194)]",12,0,0,0,12,0,12,12,0
3202,SMC106.6-20761;;;;;;;;;;,;;;;;;;;;;,16,55185.1087324074,14.264586727965694,14.45619631625,-73.263204375,14.455931525,-73.26266,19.832336178727193,8.4336556842199,0.37162112536264896,-1.274947433515259,0.26598233681405103,2.322343362322785,48.54266176485504,20.642640210507523,90.03073397600588,38.08800000001611,81.53701199999759,89.99433354322359,0.0051520138506512365,265141.08181512903,54808.11759111111,55534.03431065972,"[(-73.2698, 14.44609194), (-73.2698, 14.46874111), (-73.25922, 14.46874111), (-73.25922, 14.44609194)]",16,0,0,0,16,0,16,16,0
3203,LMC133.8-66;;;;;;;;;;,;;;;;;;;;;,12,55187.3155104051,14.962336372930558,73.06360538916667,-68.32271333333334,73.06222041000001,-68.32144,14.51203592408975,12.041265774605531,0.9014034438535833,-0.684424398567342,-0.7148010442365158,-0.9282098638538132,37.460496851439274,26.964021638672037,62.768904154260206,35.89199999998414,41.1200280000287,54.58106234512118,0.008130742088996851,265172.5887789699,54808.1691225,55534.17210341436,"[(-68.32864, 73.05969388), (-68.32864, 73.07111611), (-68.31867, 73.07111611), (-68.31867, 73.05969388)]",12,0,0,0,12,0,12,12,0
3204,LMC133.5-180;;;;;;;;;;,;;;;;;;;;;,10,55187.33869444444,14.943330991379801,73.19131280100001,-67.898238,73.19033805000001,-67.897745,14.187762838872702,7.342035031243898,0.36051580846613646,-2.09843878231834,-1.516318291643543,3.3114396351818893,34.74836906610318,17.92882096080097,87.63783684133533,25.30800000000113,35.41298399999846,43.526707890491835,0.011157827707468596,241776.8674307284,54808.21457447916,55470.16356128472,"[(-67.90367, 73.1874), (-67.90367, 73.19723694), (-67.89664, 73.19723694), (-67.89664, 73.1874)]",10,0,0,0,10,0,10,10,0
3205,LMC135.3-14680;;;;;;;;;;,;;;;;;;;;;,8,54809.32253085648,16.12768431618551,73.965966525,-69.231055,73.96500861,-69.23069000000001,20.766768164635074,4.706116142093041,0.22771614571102625,-0.6659998830083839,-1.4948638289577896,-0.3064771995995841,50.83531306310708,11.494669414714439,89.13532839084482,15.192000000013195,54.000000000002046,56.09631774012107,0.009751721178779217,253496.35083509516,54808.22669951389,55502.26188318287,"[(-69.23349, 73.959115), (-69.23349, 73.974115), (-69.22927, 73.974115), (-69.22927, 73.959115)]",8,0,0,0,8,0,8,8,0
3206,LMC119.7-26856;;;;;;;;;;,;;;;;;;;;;,14,54808.272776875,14.372879245232632,76.13689271357143,-69.3490242857143,76.13672346499999,-69.34827,18.648603134556822,5.995464923453901,-0.037719558675435874,-1.1488068786473145,-1.1646612337699058,-0.32032314923192384,45.65918762293212,14.631511635506055,88.50756636328926,17.316000000022314,55.99800000002233,58.61416091699406,0.014438030081421555,265913.5868164513,54808.272776875,55536.30449984954,"[(-69.35218, 76.12933111), (-69.35218, 76.14488611), (-69.34737, 76.14488611), (-69.34737, 76.12933111)]",14,0,0,0,14,0,14,14,0
3207,LMC110.2-45043;;;;;;;;;;,;;;;;;;;;;,7,54808.31667296296,15.080197355176633,78.50678797,-68.68970857142857,78.50657,-68.68848,10.338835055287854,12.64297975728109,0.20737721797811523,-1.824138450364541,-1.2257701369332228,1.6849091926515607,35.572669215764726,18.2374137832397,-144.94131280996817,36.18000000002439,28.74898799998391,46.211434851397804,0.006729873731509394,253415.64111985362,54808.31667296296,55502.13088547454,"[(-68.69746, 78.50312805), (-68.69746, 78.51111388), (-68.68741, 78.51111388), (-68.68741, 78.50312805)]",7,0,0,0,7,0,7,7,0
3208,AUMON;0654_AUMON;;;;;;;;;,;;;;;;;;;;,10,55536.36429277778,7.230584291819253,103.731332718,-1.375226,103.730801525,-1.3749500000000001,4.924588646603334,3.0107423669254345,0.29140509259105085,-0.2297019269858547,-1.647993199826044,-1.6043189760694136,12.504750827129781,6.5748170388542135,108.23445147083909,7.452000000000059,12.063995999989174,14.179996596888014,0.11123359389193248,265903.37425735197,54808.3605302662,55536.36429277778,"[(-1.37636, 103.72987694), (-1.37636, 103.73322805), (-1.37429, 103.73322805), (-1.37429, 103.72987694)]",10,0,0,0,10,0,10,10,0
3209,LMC171.8-36981;;;;;;;;;;,;;;;;;;;;;,11,54889.06573869213,15.484329363713956,82.95660739636364,-71.22472363636363,82.956085,-71.2244,12.979684230507496,4.215822042143095,0.137685918678231,-0.7816455974528994,-0.7276109263277881,0.16663544825970344,31.817247063086544,10.17146648181262,93.30469643549296,15.336000000007743,42.10898399997518,44.814723356397096,0.017033575598429197,253476.12983838413,54809.18579216435,55503.16561376157,"[(-71.22716, 82.95091111), (-71.22716, 82.96260805), (-71.2229, 82.96260805), (-71.2229, 82.95091111)]",11,0,0,0,11,0,11,11,0
3210,LMC204.6-7868;OGLE LMC-ECL-25658;;;;;;;;;,;;;;;;;;;;,9,54888.19649106482,15.85639977253743,90.49655191000001,-68.51626555555555,90.49571111,-68.51589,13.735938523166189,5.085346005921595,-0.1470418005020249,-0.49503714523798903,-1.369669717211339,-1.189095987721883,34.822932813808826,8.523674451598911,105.58422706729152,14.076000000017075,37.60200000001532,40.15026998665928,0.017004047371343967,253113.35424649154,54809.2305587963,55502.2171549537,"[(-68.51853, 90.49045805), (-68.51853, 90.50090305), (-68.51462, 90.50090305), (-68.51462, 90.49045805)]",9,0,0,0,9,0,9,9,0
3211,LMC190.6-14417;;;;;;;;;;,;;;;;;;;;;,3,54809.27816008102,16.315911369387713,87.66045193999999,-69.23903333333334,87.65765694,-69.23895,19.93535444279807,1.0583836733795973,0.6910301547862394,-0.47889486000189113,-1.499999999991312,-1.500000000037801,,,,2.052000000037424,35.860031999999364,35.918694283633585,0.040769297251796364,137649.66739282114,54809.27816008102,55186.14241030093,"[(-69.23936, 87.65686888), (-69.23936, 87.66683), (-69.23879, 87.66683), (-69.23879, 87.65686888)]",3,0,0,0,3,0,3,3,0
3212,KL-CMA;0630_KL-CMA;;;;;;;;;,;;;;;;;;;;,14,54809.3640259838,6.247183761491448,97.62568472,-14.95371857142857,97.62732249999999,-14.953645,11.769962799317291,3.722901243697856,-0.8361157341756214,0.04409690663354294,-0.8155645745529307,-0.48476882773512653,29.04178696023958,8.339975407686628,82.41591841970734,13.031999999999044,33.25302000000647,35.71549192046507,0.03230619951474965,656306.2207706313,54809.3640259838,56606.23252912037,"[(-14.95537, 97.61949305), (-14.95537, 97.62873), (-14.95175, 97.62873), (-14.95175, 97.61949305)]",14,0,0,0,14,0,14,14,0
3213,LL-AQR;2234_LL-AQR;;;;;;;;;,;;;;;;;;;;,17,55449.01234849537,7.837999183689097,338.67823622058825,-3.5986599999999997,338.67915111,-3.5989,11.07663666604998,3.7099436653405573,-0.43142679127515976,0.19815259526002812,-0.7852062799931976,-1.2254183939916656,27.18350042413085,8.863553216630617,94.40497190629982,11.772000000000382,37.907999999856656,39.69378349299977,0.03809498404345371,766344.3324271895,54810.01777253472,56908.15420628472,"[(-3.60041, 338.67179111), (-3.60041, 338.68232111), (-3.59714, 338.68232111), (-3.59714, 338.67179111)]",17,0,0,0,17,0,17,17,0
3214,LMC103.3-47900;;;;;;;;;;,;;;;;;;;;;,2,54810.20866556713,15.66129811195716,80.5063675,-69.795575,80.5063675,-69.795575,5.358455187832282,0.22910259710481182,0.0,0.0,-2.0,-2.0,,,,0.32400000000052387,7.578000000000884,7.584923203303626,0.8145737009979068,358.2615161794747,54810.20866556713,54811.1895321412,"[(-69.79562, 80.505315), (-69.79562, 80.50742), (-69.79553, 80.50742), (-69.79553, 80.505315)]",2,0,0,0,2,0,2,2,0
