target,count,ra,e_ra,dec,e_dec
HD52449,46,103.31481121565218,0.011742690673059674,-74.72338673913043,0.0017615385375637938
V CY TUC,46,14.467876136956521,0.005322999670456619,-70.45988826086956,0.002062796703883033
HD026923,46,63.869907598478264,0.001097329461147619,6.186131521739131,0.0009431459587553867
IRA01_E2_1126,46,102.08091991804348,0.0032545190749067292,-3.1018360869565216,0.001513852301999867
HD44594,46,95.02826485043478,0.002128196697111521,-48.74118086956522,0.0012384862195224436
WASP-52,46,348.49437309434785,0.0013179930761834772,8.758458913043478,0.002039077382065771
J0621-50,46,95.48615094499999,0.0017146051047658214,-50.92776260869565,0.0022658630288944783
TOI-849,46,28.716209446304347,0.0015635942921521761,-29.421974782608697,0.0007156341061693253
HD165920,46,272.3252812223913,0.0021577168397077617,-22.909501086956524,0.0014925269076453839
HD 206893,46,326.3439992593478,0.0007424548275495581,-12.78399804347826,0.0016915996631271671
HD223011,46,356.5077077502174,0.002461670227347853,-40.18289934782609,0.001124296129782112
HD27063,45,64.12573258266667,0.0027262317194955378,-0.5738695555555555,0.0012862559400968288
HD130322,45,221.88529011888886,0.0013886055381312405,-0.2819617777777778,0.000998069247207929
HD38973,45,86.61807760088888,0.002079716057959633,-53.21983977777778,0.0007338209122888699
HD108202,45,186.46091156377778,0.0014272644259917002,-1.1114551111111113,0.0014648000518567151
HD63454,45,114.84051127333332,0.008151826774427396,-78.27777511111111,0.00280102304542808
LMC-CEP227,45,73.06519530533333,0.004581203078585718,-70.24273244444444,0.0025563683007144887
HD290327,45,80.84162889711111,0.00236340508108723,-2.2779033333333336,0.0012603354531811341
J2046+06,45,311.68300236022225,0.0017168272489835868,6.3029686666666676,0.0015926901199485451
HD22496,45,53.75728902644445,0.002132069181496126,-48.418393555555554,0.001189287708051609
HD  65907,45,119.44910990288889,0.0029048948501013486,-60.303286666666665,0.0014053081189113578
HD15612,45,37.376900076,0.0023238591977677273,-41.36430688888889,0.0017079969957126957
HR7830,45,307.47711494644443,0.00044085201082481396,-18.581174666666666,0.00016105617314775443
SW0425-3036,45,66.370170242,0.001481457494252335,-30.599971777777778,0.0015181557125931735
HD 23079,45,54.92845452,0.001365462734855744,-52.91869088888889,0.0020865868413413894
HD210797,45,333.5799097242222,0.002002474805608583,-53.30127044444445,0.0010858091987883786
HD59984,45,113.02465389777778,0.001993175402135043,-8.881209777777778,0.0010785079948485308
HD157056,45,260.50356841,0.001513181873856613,-24.999563777777777,0.0014568837990847768
NO-PUP,45,126.57797428711112,0.0021197470722723374,-39.059589333333335,0.001967268988402712
C02T004,45,252.42640488511114,0.0011954793348112208,-19.543377333333336,0.0016376943326733718
HD213628,45,338.3801069342222,0.0018584114658971055,-35.44511733333333,0.0010456281278823716
HD197083,45,310.6161787671111,0.002215357119224166,-33.32845644444444,0.0010136077678623403
HD17548,45,42.217042761777776,0.0033935652027775056,-1.5078362222222224,0.0010308453920071352
HR5568,45,224.36838681711112,0.0018857927480503993,-21.418389333333334,0.00132703942532304
HIP117367,45,356.9690162002222,0.0011504016111947915,4.175498444444444,0.0013119779577476852
NO-NAME,44,124.01146346136365,83.93205355582808,-30.225172272727274,28.979237283557666
HD-43989,44,94.78367527363638,0.000885428125349727,-3.4392377272727273,0.0012573113870038661
HD063608,44,116.56667623431818,0.007294414196174782,-59.810715,0.0009254653135106483
HD101612,44,175.3433290615909,0.001543569005458773,-26.667462954545453,0.0013789793656574954
SW2100-0505,44,315.0258413147727,0.0008419591946195649,-5.095564318181818,0.0008987728008618932
HD167677,44,274.20869343704544,0.0020975650122660094,-11.405785454545454,0.0012894102754168605
DEL-VOL,44,109.20179184477273,0.002947830912145673,-67.957635,0.0005043001136782599
HD4208,44,11.1132412275,0.0012643431846860872,-26.514680681818184,0.0014677041044666365
HD195145,44,308.253659365,0.0041891193914851375,-62.49681909090909,0.0013615924640117624
HD-82558,44,145.96596675704544,9.137271921640675,-15.787452954545454,14.727567758555377
HD11226,44,27.566956732045455,0.002240838232905936,-6.703030909090909,0.0010905915147335758
HD94270,44,163.16381550727272,0.0018443295077476174,-17.03137431818182,0.0012679509155770557
GJ634,44,250.3694455581818,0.0011518765312653213,-43.98772431818182,0.0012836274865837222
NGC3114NO6,44,150.22592693431818,0.002395627015313544,-60.22783204545454,0.0015295942303479816
HD138799,44,234.72170316545453,0.004463037921001077,-69.21027113636363,0.0015043057827274168
TOI-696,44,68.17989287431818,0.0009362759533346404,-39.79274409090909,0.0012444449929095583
HIP-73241,44,224.53686530477273,0.0027189459959369787,-48.864525681818186,0.0018757081115262201
HD172513,44,280.5100462965909,0.0027244045680715986,-34.46693386363636,0.0017072652086312838
J0649-27,44,102.27533217363636,0.001201470705789348,-27.350825454545454,0.0023015166430751157
HD156079,44,259.10203986931816,0.0022959391094445787,-21.857537045454546,0.0012777152201999759
VENUS,44,149.3416818647727,125.73995424744326,-6.528109318181818,14.738467747721756
HD70642,44,125.36642237000001,0.0023726066644042974,-39.70491159090909,0.0010121699994675591
HIP63157,43,194.12808880093024,0.0016175286053463657,-24.92489581395349,0.0010669007910280403
HD23207,43,55.68971696581396,0.000617818716852159,-18.712693255813953,0.0011848663194255864
JUPITER,43,139.27710718046512,0.0022971830168566497,16.716887906976744,0.0017597274655584683
TOI179,43,44.262763452093026,0.0019428632461824485,-56.19199116279069,0.0014609735979169423
HD183783,43,293.12569570604654,0.0023290071061458813,-35.45090209302325,0.0011818821916551778
HD179949,43,288.89129369209303,0.002327220766388769,-24.180542790697675,0.0008983618042516143
HIP79672,43,243.9063272244186,0.0015785137459558682,-8.371633488372092,0.001532493896081299
SW1341-0007,43,205.45335137837208,0.0011086093045299173,-0.12908674418604651,0.0006858422730316959
HD30053,43,70.33412108093023,0.002035687779961157,-52.62716116279069,0.0009049104383511571
HD125455,43,214.893588587907,0.0021605520002481193,-5.1510774418604655,0.001154521325306239
HD188088,43,298.57378598441863,0.0022803431928372572,-23.942031627906978,0.0013038056571378247
HD191760,43,303.3626886976744,0.0030196158009908837,-46.20217720930233,0.0018704599963659883
GJ3082,43,18.64470730209302,0.0017884833963447081,-53.94085488372093,0.001834063108556351
J0543-57,43,85.96471969232559,0.0011467584335648532,-57.16540069767442,0.00034050659282431803
HD-125248,43,214.66028214023254,0.0025228307451890144,-18.716217209302325,0.0014506604827122446
HD220689,43,351.4711390455814,0.0013351013182190056,-20.61600209302326,0.0012345069540963926
HD62128,43,115.50851000953489,0.002349834910764908,-11.852082790697676,0.0014580553349966053
HD78286,43,136.54135900767443,0.003983842563313588,-37.15423023255814,0.003181833469926927
HD 114386,42,197.6662260414286,0.0020428659141638796,-35.05906642857143,0.0023892072584975658
HIP-79715,42,244.02555674214287,0.0021844088275746244,-52.81599071428571,0.0005090277334738356
HD191849,42,303.4770904985714,0.0015831530782813405,-45.164321904761906,0.0010043982255974386
HD100655,42,173.76262178119046,0.001027728293258386,20.439633571428573,0.0013548032373183112
HD102458,42,176.85287043285715,0.00228224802235473,-49.88495666666667,0.0009673541149641524
HD75289,42,131.91879752309524,0.0019467638017305548,-41.73740452380952,0.0005674255183992425
HIP104045,42,316.18323080238093,0.0014424685404127468,-4.829065476190476,0.0010483301527547345
GAM_APS,42,248.35514662214285,0.0020688649552948785,-78.89462142857143,0.00027655168818086135
HD  59967,42,112.67708187452382,0.001198250985101655,-37.34040595238095,0.0009176057379743549
SW2020-1918,42,305.0973202740476,0.001563069446566342,-19.31462619047619,0.000914007398112526
HD208,42,1.7261593878571428,0.0031100953561465153,-3.6262052380952383,0.0013852995416069928
HD 141937,42,238.07434695404763,0.002167366402888997,-18.437735476190475,0.002074252380604474
TOI-855,42,15.544674222380953,0.0009813494534759203,-2.1438461904761903,0.0014782140713992629
GJ1252,42,306.93009586261905,0.002024891913372907,-56.46313285714285,0.0012553675697544746
HD 20807,42,49.56846443357143,0.0030694153892262236,-62.504486190476186,0.0013092596164683264
HD135379,42,229.3792092492857,0.002531549487368516,-58.80211452380953,0.0013710476720122876
V760-SCO,42,246.18434103476187,0.0023525865470575735,-34.89364880952381,0.0010807973623423177
TOI-201,42,87.4001635402381,0.001620337186452836,-54.91095261904762,0.000664742970771361
HD31225,42,73.30405098809524,0.00042895805220078494,-20.770237619047617,0.0002169838650154513
J2126-28,41,321.54760289634146,0.00167006885298981,-28.881075853658537,0.0014456140141996896
HD93351,41,161.67980832951218,0.0019477765476879354,-1.6879068292682926,0.001606132682913286
GJ2003,41,5.036017529756098,0.002672156152226914,-17.060888780487804,0.0014946256974935944
PRESET-NEAR-ZENITH,41,107.14586904804878,95.84611919949953,-29.999113414634145,1.8186362355479577
HD49798,41,102.02255923756097,0.0012570379454122725,-44.316213902439024,0.0014560114663790822
COROT-2,41,291.77685692731706,0.0012905253402800585,1.3829631707317074,0.0014513053417947747
HD4676,41,12.242666858536586,0.0024697515088432363,16.93678268292683,0.001924662339724605
G268-143,41,19.077634027560975,0.0015071341966661068,-20.952690975609755,0.0013027582371219302
HR472,41,24.432853742439022,0.002566414946690114,-57.23635658536585,0.0016580374087355398
RHO-LEO,41,158.20513960365855,0.0028135081259632664,9.306308048780487,0.0013526311757326836
J2122-32,41,320.7420344063415,0.0013490244624862866,-32.48856731707317,0.001606835437109665
ZET-CEN,41,207.54995198073172,6.029994049017172,-46.41021829268293,3.9259934167086312
HD24112,41,57.19706969097561,0.0023555656316539973,-40.39868292682927,0.0011899311826797402
HIP-95962,41,292.71881190707313,0.0014062784191112832,-6.514088292682928,0.0009114683275874551
HD170200,41,276.99525266463417,0.00392790179284241,6.193402195121951,0.0010535950649920801
J0418-53,41,64.52186743487805,0.0016747816674158968,-53.80262756097561,0.0020153458518158513
HD80632,41,140.18440047756096,0.0022825494418238193,-5.754018536585366,0.0016712084863590533
GJ390,41,156.29561906195124,0.0016573151246087315,-10.227089024390244,0.0011493972439455156
J2207-41,41,331.86858093219513,0.0019006711642342471,-41.81614365853659,0.0011878778474614644
HD50499,41,103.0079549492683,0.0014931906115108358,-33.91514292682927,0.0013468987413753836
HR-5794-V,41,234.2598046568293,0.0022769801804070153,-28.13441487804878,0.002301836355993514
V1034-SCO,41,253.58494474512196,0.0028442963318270655,-41.83628707317073,0.0016905579610032742
J0627-67,41,96.87909024658536,0.005195908585123558,-67.77355,0.0023982128762968253
HD-46462,41,97.93964884414635,0.00467272508007096,-37.17444024390244,0.002849141526678318
C14_7106,41,154.6701255382927,0.001364317774057967,10.126680731707317,0.001424119710985797
V V889 HER,41,278.58285760439026,0.0016238757707493052,18.690096097560975,0.0020015080290229624
HD208068,41,328.5157375295122,0.0015007314926329457,-17.161461951219515,0.0022476656996896992
HD207575,40,328.04133288475,0.003974561141795804,-62.053403,0.0019533209065864133
GJ551,40,217.38942761425,0.002100545084950412,-62.677409999999995,0.0005143280405874926
HD147518,40,246.235924114,0.0021190430287751035,-51.432021,0.008244810582328867
J2040-41,40,310.17423170399996,0.0017470083816467491,-41.53451125,0.0017097655972220743
HD154962,40,257.2288145515,0.0019168785019572979,-3.8826152499999997,0.001251628656939295
HD-96446,40,166.52372749725,0.0021178682239877808,-59.951290500000006,0.00048694205415035935
HD111564,40,192.58506716225,0.001765160399787599,-30.576005,0.0011555662392666657
GAM_HYA,40,199.73181959325,0.0003864160411106526,-23.172212,0.0009491188896378003
GL680,40,263.80863184925,0.002801372874375192,-48.680453,0.0013295945015171615
HD30652,40,72.45963543375,0.0020936405618024317,6.959533,0.0010719768462864403
HD111031,40,191.62946090575002,0.0021068901056410148,-11.812115,0.0012937681003309313
HR_3728,40,140.24212794,0.0003731346158186155,-62.406339,0.0004775782926806054
HD104982,40,181.308900898,0.0017729933227287943,-28.71672,0.0010130279566855891
I-CAR,40,137.81840128725,0.0016401850398395437,-62.319042249999995,0.001462354068983266
HD65987,40,119.51166950899999,0.0013577459122046068,-60.616182,0.0006071040970149291
HD44447,40,93.776019788,0.00538387962767009,-71.70209725,0.0019637783930256617
HD25912,40,60.90786089825,0.0018020587528294343,-51.93259450000001,0.0015331715912494791
HD2638,40,7.498763133750001,0.002430346409105082,-5.76502875,0.001384700629498436
NGC3532NO19,40,166.495552683,0.0029608387056333793,-58.72574175,0.0012449176422155922
ALF-TRA,40,252.165096683,0.002699697309966745,-69.0298675,0.0011468278434749292
HD-32964,40,76.695082871,0.0002362847428443141,-4.6562705,0.00020389728434723974
HD29305,40,68.4996634475,0.0009893575896156347,-55.04614074999999,0.0009922375322978377
HD129191,40,220.31875814875002,0.0021958909730445315,-4.9449285000000005,0.0014841496745311958
HD 196067,40,310.43887014275003,0.008853464366475154,-75.3526945,0.003410065756188918
P-PUP,40,117.3092752945,0.000689396743259234,-46.373371750000004,0.0002537401002276337
HD144334,40,241.52663211425002,0.0016508071835952829,-23.60614075,0.0019970354791866343
ZET_PYX,40,129.93086873175,0.0006010483295268777,-29.565047,0.00041051687244684923
TOI-663,40,160.06602278,0.0011315380124712069,-8.51099475,0.001183631932351463
HD192865,40,305.3997948635,0.0049248224231729434,-67.31349424999999,0.0011708639972297648
HD147010,40,245.0238251835,0.0020490412120604128,-20.0541345,0.0034806284062756563
BET-PHE,40,16.5213599405,0.0012961182736493297,-46.71947725,0.0008322813488195156
HD836985,40,114.029546912,0.0013590575475204273,-3.11181425,0.0010356365254375875
BETASCO,40,241.3601091835,0.0019750090755081876,-19.80479775,0.0012966890529339389
HD-66765,40,120.7344686075,0.0013487219416019537,-48.3253535,0.0009603486279362142
HD71155,40,126.41502293325,0.0023355213979581084,-3.90727075,0.0010981882223895512
LTT-2656,40,102.04134945425,0.0008068446115156792,-61.94097725,0.0002838832145232833
HD49035,40,100.5980865935,0.0036196318949364733,-61.2251985,0.000845639039197979
HD33904,40,78.23907566950001,0.000864024782031061,-16.20477825,0.001728062331943935
LAM-CEN,40,173.945271857,0.0010366530311691922,-63.0230275,0.0001336614552365361
HD196800,40,310.0942084275,0.0016979130467834754,-24.119474500000003,0.0015290418484677141
HD144589,40,241.914183524,0.0022292249064132194,-29.96147125,0.0013230543285933872
V3903-SGR,39,272.3260519694872,0.0016195134869789582,-23.987068461538463,0.0006124220184999951
HD115674,39,200.74832757538462,0.009498556159379957,-81.3064358974359,0.0016390300693240787
HD091889,39,159.13821737461538,0.002136774716369799,-12.230302051282052,0.0008891071200848118
HD216054,39,342.5415840133333,0.0010276152316473657,-41.492735128205126,0.0013015575119124188
HD26887,39,63.71812146384616,0.002178700941740775,-5.396622307692307,0.0015284830139348693
J1305-31,39,196.2742390769231,0.0011585119859900735,-31.437191025641024,0.0021214056845110353
HD119291,39,205.61081487487178,0.002611056951547666,-1.6862292307692308,0.00125585656366561
HD114747,39,198.22744079410256,0.002625164192115576,-30.7114658974359,0.001392205213905886
HD 149189,39,248.8566722902564,0.0013575078795704932,-48.7000517948718,0.002185487867725774
HD 212657,39,336.5767358505128,0.0008648680273112538,-18.01341564102564,0.0017336815024551631
HD16008,39,38.455938934358976,0.0018077684620329418,-19.611616923076923,0.0017763047892878751
L CAR,39,146.3151335574359,0.003715212365960667,-62.51191871794872,0.0008979250334666323
S-ARA,39,269.7987735576923,0.0030077365739453036,-49.434328974358976,0.0011098216899738768
GL300,39,123.17319351487178,0.0014193340978765736,-21.55202205128205,0.0008010788103903292
HD000011,39,282.4607682302564,0.002476139786766881,-23.835912307692308,0.0016136562953973528
HD129590,39,221.12944807256412,0.0020540256181918013,-39.99011794871795,0.0013582887443739286
HD184985,39,294.39236587846153,0.002688002077918225,-14.30270641025641,0.001280097626169495
HD136894,39,231.01112953923075,0.0024797710456998102,-27.304968461538458,0.0015884625775632881
HD181296,39,290.71506674128204,0.003880673087614948,-54.42586000000001,0.0017223102599660306
HD67458,39,121.75374659846155,0.0022583418234177043,-29.40298,0.001748555795055039
HD73121,39,128.80427961102563,0.0023479437180979165,-39.96966923076923,0.0017306074148402595
HD177171,39,286.5848424958974,0.002119240073668141,-52.34133769230769,0.0006021035998422622
HD75530,39,132.58873599307694,0.001898146779871623,-5.53703,0.001268664859730669
HD38677,39,86.77608005358975,0.0011522551738406487,-10.630052564102565,0.0017062681931919932
HD 92139,39,159.3218933646154,0.0008012987216515533,-48.231868717948714,0.0008205908637835097
HD8638,39,21.206836264102563,0.0011854967535457133,-27.838058974358972,0.00116877532592083
NGC2287NO75,39,101.43013141333333,0.0017828994797467737,-20.852027435897437,0.001531661839050515
HIP-77883,39,238.5823346176923,0.000905356157010082,-8.580696923076923,0.0008810823303602296
HIP-54287,39,166.5827473676923,0.0014409380207809886,-44.373995641025644,0.0015050315521652681
HD207190,39,326.91718102897437,0.0015151743171791853,-19.577509743589744,0.0014943745165388544
HD222480,39,355.2853669907692,0.001214475082575319,-32.07218051282051,0.001482591878252616
HD224789,39,0.16653334307692308,0.007768862160941676,-69.67657538461539,0.001309569728763334
HD157338,39,261.03647152,0.0022650051952397238,-34.798436410256414,0.0022862189967165184
SW0644-4245,38,101.13165347578948,0.002099688398783462,-42.76154736842105,0.0012821617813574679
TOI-447,38,77.26148235026317,0.0028255625032664157,-36.46462,0.0034061930877960977
HD130992,38,222.91597683842107,0.0023315899433803268,-24.30452684210526,0.001348763408144897
GJ-180,38,73.45998930868421,0.0008037032046112499,-17.776630789473685,0.001918876897842106
HD304043,38,168.9868527231579,0.009594078283008501,-57.544110789473685,0.0017361410790507818
NGC2287NO97,38,101.52100983526316,0.001678421988936115,-20.606286052631578,0.0015345719351607166
GJ3440,38,108.94877492236841,0.01340090759619876,-83.0007844736842,0.0021928368610775366
RHOPAV,38,309.40046099763157,0.0022499991156315355,-61.53177026315789,0.0005210306150751226
HD-142070,38,238.14611283973687,0.002356177751217824,-1.0314518421052632,0.0013372841685178104
HD147449,38,245.5154466331579,0.0016170246824227924,1.0271421052631577,0.0009256704156177057
HD128571,38,220.16243088026314,0.004335271311514956,-65.41977368421053,0.0017345338513182261
GJ 191,38,77.95793604131579,0.0031337854002235752,-45.04339710526315,0.0009623701257266605
HD145598,38,243.54365471131578,0.002843183656505749,-50.785470789473685,0.0013025388546988297
HD167300,38,274.6844174663158,0.003530824108800676,-61.9360502631579,0.000735414892431793
HIP107133,38,325.51687770657895,0.0013744303734232299,-30.594049210526315,0.0015304890255025076
HD120344,38,207.70041732026317,0.00256607100521184,-62.90772131578947,0.0021496966109678076
HIP39470,38,121.00931831421052,0.002655973666777292,-35.27660236842105,0.002047263743041238
HD110557,38,190.78907411842107,0.001598071068083796,-5.740606315789474,0.0015855162362521794
J0055-00,38,13.808061597105265,0.001228024252667938,-0.1315928947368421,0.0015151913765393194
J0228+05,38,37.03790853342105,0.0010369285105924313,5.596383684210526,0.0012347456703931986
BD-012505,38,169.3065773863158,0.00352380902375716,-1.9818786842105265,0.0011954308757359672
J1525-36,38,231.35240573421052,0.12867435162866464,-36.40568105263158,0.001915017168045245
HIP17157,38,55.123454973947375,0.0016826109614700747,-47.926177894736846,0.0016676835494336044
HD210027,38,331.7500062765789,0.0021370988837573143,25.341627368421054,0.001397903225607603
HD20619,38,49.758920807631576,0.0019901152065129554,-2.8425684210526314,0.0009399181284524837
HD218994A,38,348.3186521597368,0.0007575797181189991,-60.58542736842105,0.0006191218026710642
HD164249,38,270.76324177973686,0.0012702479054810033,-51.65045736842105,0.0010676513354624657
TOI-2224,38,61.244153000263154,0.011299416099974879,-78.37408657894737,0.0025289633345787757
HIP-64673,37,198.83425275135133,0.0018048620405126151,-55.343230810810816,0.001370902740650889
HD75881,37,133.08550035513514,0.0013975229106271425,-12.808846486486487,0.0020078487883196266
HD-98457,37,169.85913267513513,0.0038249009776742766,-30.323989189189188,0.002900424660839465
GJ1031,37,17.08134748756757,0.0015164781935412108,-28.806468918918917,0.0011505428278850835
HD176666,37,286.33694034945944,0.0033384567876548247,-61.691230000000004,0.0007969943538081957
HD81767,37,141.79076352405406,0.0018939152076092565,-16.660752972972972,0.0011539133051989363
HD 187085,37,297.3924859648649,0.0023799766091327536,-37.78326,0.002496634401216931
HD46149,37,97.96848646648648,0.001356459411502591,5.031156216216217,0.0011900194941244476
GJ480,37,189.71807190324324,0.0020793136694364947,11.695272162162162,0.0014027970771416816
HD215257,37,340.9641948,0.0017481929062087352,3.888116756756757,0.001159980972195717
SW0030-4034,37,7.7110277440540544,0.0012953824251042535,-40.57440891891892,0.00099730966934971
SW2353-1007,37,358.41210962135136,0.002024122653610358,-10.117649729729731,0.0011887937081265783
HD100777,37,173.96508302135135,0.003075734869100081,-4.756554324324324,0.0009341143771879165
HR5035,37,200.65730410297297,0.002332014959691405,-60.98973297297297,0.001739868872556274
HD85119,37,147.20804570972973,0.0015681473966672843,-37.310142972972976,0.0008968675885951524
HD154221,37,256.6226689,0.0025710291755928817,-47.84644162162162,0.0017651511007297437
CHI-OPH,37,246.75707254756756,0.003218818456663766,-18.45672972972973,0.002454591487266374
HD17439,37,41.01495492135135,0.005816910938946214,-68.14848027027027,0.0011961964872135912
HIP36515,37,112.67788245108109,0.0016862040501262913,-37.34105621621622,0.001269749212664509
NGC4349NO168,37,186.17308685054056,0.0030003711298773514,-61.86797351351352,0.001167911755173752
GJ-160.2,37,61.64545227081081,0.0006081920460251532,-20.856818648648648,0.0021812804116472587
V1247-ORI,37,84.52361710594595,0.0027454694218883875,-1.2559318918918918,0.0008075230916472408
GL341,37,140.4044815427027,0.002639439480290085,-60.28149567567568,0.0015091177344201269
SW0331-2349,37,52.82112573864865,0.001994345927186846,-23.819142702702703,0.0014170345574248406
V906-SCO,37,268.48058507054054,0.0021694946401173147,-34.75207513513514,0.0010642880291581221
J0946-29,37,146.73323382486487,0.0017252621850082236,-29.30616054054054,0.0020486580240973297
J0415-16,37,63.85896974810811,0.0012081751893314844,-16.903181621621624,0.0026010484141688233
TIC118339710,37,129.57257563405406,0.0015039758425615128,-23.55114756756757,0.001706795902343648
LRC02_E1_0651,37,280.789582022973,0.0020153545164575603,6.204611891891892,0.0008418261823685985
HIP948,37,2.927910687027027,0.002113320429716017,-39.23098756756757,0.0017943343015161168
HD188559,37,299.63698278864865,0.0024469477131141204,-54.93768162162162,0.0008452925644526606
HD  76151,37,133.57286769135135,0.0010762062814878475,-5.434777297297297,0.0009022276401856918
HD183658,37,292.7201386148649,0.0016786338560879593,-6.514830810810811,0.0012585096529414105
WASP-120_TRA,37,62.61936137756757,0.0017768559820424523,-45.90028918918919,0.0008187842558703083
HD187456,36,299.06881491111113,0.009125348898446805,-72.364745,0.0020771910978812534
TIC170729775,36,67.98582408527778,0.0007199547536655784,-34.45966027777777,0.0027619180562105266
HD-109026,36,188.11628014277778,0.006258833576844778,-72.13379944444445,0.0011151603201726432
HD202730,36,319.9685930516667,0.003312439678871587,-53.450360277777776,0.0007749266734367306
HD 361,36,2.0688464777777775,0.0009078040056975113,-14.824726666666667,0.0021807063075984174
HD203387,36,320.5600364311111,0.0017937123350236584,-16.83511027777778,0.0006262198888617974
HD150437,36,250.53126291333334,0.0017809280680048955,-29.12445166666667,0.0010963041809382973
SW0953-4539,36,148.4207731588889,0.0010519527432476122,-45.659774722222224,0.0012000344902484581
HD164259,36,270.1215024875,0.002904200458018938,-3.6906797222222227,0.0011547058651104108
HD 206860,36,326.13167394749996,0.0014716774053718145,14.77065861111111,0.0022071962211664222
HD 166348,36,273.0906311611111,0.0016240484401354666,-43.44822888888889,0.0008590518952494558
EPIC205950854,36,333.11061049,0.0014906741442044238,-16.34102222222222,0.0014066883320377538
HD30306,36,69.9886680663889,0.007529700086131451,-71.5049425,0.001877737810689231
SW1451+0556,36,222.76813497305557,0.0027688110960130963,5.946322777777778,0.0008692052564141463
HD-117618,36,203.1061377513889,0.0016108965466363737,-47.272576111111114,0.00123634779613862
J1037-25,36,159.2785768488889,0.0014172558076064952,-25.57186111111111,0.001454364422356363
HD 100508,36,173.29987085222223,0.004381575847850722,-67.05750805555556,0.0026476122066575575
HD207700,36,328.6892761222222,0.007811178755968276,-73.4371388888889,0.002271046049447633
TOI-282,36,65.23850632277778,0.004373664774579252,-68.10477833333333,0.0016112488501594136
HD  52758,36,104.96096508055555,0.0017801680898881563,-49.50827611111111,0.0008890903144797387
J1959-56,36,299.7637795333333,0.002307286881407322,-56.634721666666664,0.0018718188251782197
SW0015+0112,36,3.9615764858333335,0.0032357925381232585,1.1985880555555555,0.0005380802884564919
GL406,36,164.10884365416666,0.0057490481972848635,7.005653055555555,0.00337083950496895
SW2150+0411,36,327.56967921638886,0.0012899212247593,4.193964722222223,0.0010268439472790882
ALPHA-PSA,36,344.41248984861113,0.0015981211944106708,-29.62355472222222,0.0015486316284491397
BD-063481,36,179.31662076,0.002478851457455007,-6.976418611111111,0.0013853130698827506
HIP95903,36,292.55903080666667,0.002684777704572657,-54.93969833333333,0.000980590201286318
HD-29615,36,69.68514295111112,0.0013580632871653072,-27.0339175,0.0008445603251726843
HD105850,36,182.76707500416668,0.0035097250688780925,-23.602362222222222,0.0011576703481224677
HD49976,36,102.68019700194445,0.0011722321465423324,-8.037118055555556,0.0009239536767745059
ETA-CEN,36,218.87507227333333,0.00030356245189543606,-42.158010555555556,0.00045088449230000716
HD137509,36,232.86455572083332,0.001648890294748057,-71.05805666666667,0.0004561014924680394
GAM-ARA,36,261.3487640466667,0.0015247670387546323,-56.38009388888889,0.0011484281873863932
HD109085,36,188.01621126916666,0.0034504766132460135,-16.19591638888889,0.0009520748853416508
HD037572,36,84.23849985722222,0.002636421635767386,-47.965914166666664,0.0011486249543329263
HD90520,36,156.54499508055557,0.002987286420320387,-45.562835,0.0030006423121918925
J2052+11,36,313.2319787922222,0.001414567489392324,11.938269166666666,0.0023552232226632846
HD-22468,36,54.201934764166666,0.0006541006397574868,0.58737,0.000693331501829045
HD125276,36,214.7540152125,0.0027726929918251084,-25.8150575,0.0014323295211453179
HD13350,36,32.435284015,0.002245167254299709,-30.747020833333334,0.0020050683992609017
HD196892,35,310.20617152,0.0014149336503641423,-18.794542285714286,0.001467829701843173
HD224228,35,359.0478691222857,0.002930180095771877,-39.05302114285714,0.0011995140472618748
HIP17346,35,55.68777943314286,0.0024080217441507998,-24.466542,0.0013495354320471004
GJ3969,35,250.442739782,0.0022276079479496076,-5.8227334285714285,0.0012431221199231618
WASP-173_TRA,35,354.171003774,0.0008148435631815273,-34.61162857142857,0.0012647695508700798
HIP-64713,35,198.94748521857142,0.001465095459832084,-29.505848285714286,0.0018856696200462493
HIP-36512,35,112.66663037628571,0.0014752782205491334,-15.994245428571428,0.001433642713012121
HD2071,35,6.1772726225714285,0.0025915107444139033,-53.98446,0.0011994263334657233
HD206683,35,326.29889685371427,0.002865068651549337,-50.447351714285716,0.0013989270798677987
IC4651NO9791,35,261.2274500517143,0.0028166589327260176,-49.885892,0.0013408026568815516
C12_9858,35,351.77242294857143,0.0009277562704667209,-1.2852134285714285,0.0012201107540305088
CWW_085,35,289.2473972577143,0.0008709016988817898,-16.590584285714286,0.0010301036090511505
HD177409,35,287.48267936885713,0.004429853222028939,-68.29963628571429,0.0007135004254657592
HD4597,35,11.876803750285713,0.0017254650695996375,-36.94102257142857,0.0009448726738257813
HR_2959,35,115.10024213114285,0.00015730800824512327,-15.265757428571428,0.00035163770507438995
HIP23708,35,76.44879140085715,0.0027323622361964455,-57.55409485714286,0.0012018646577138066
HD200143,35,315.6706613134286,0.0016805167965638303,-34.81225885714286,0.0023884794220583837
HD 165222,35,271.2840932414286,0.0008895198537724311,-3.0365574285714287,0.0014381019821014627
LRC01_E2_1802,35,291.06606435285715,0.0019659092779461544,0.7465797142857142,0.0012566423182299642
WZSCL,35,22.18310043257143,0.001579161479390243,-33.764382857142856,0.0008770558082329368
ALF_MON,35,115.31566993199999,0.00017473075556478224,-9.552861714285715,0.00034609150196381896
LRA02_E1_4601,35,101.92355788485715,0.002883759702168949,-3.718676285714286,0.0017445732424635027
