# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Sun Jul  3 13:53:27 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system:  2MASS + Spitzer (IRAC+MIPS) + WISE
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Jmag    Hmag    Ksmag   IRAC_3.6mag  IRAC_4.5mag  IRAC_5.8mag  IRAC_8.0mag  MIPS_24mag  MIPS_70mag  MIPS_160mag  W1mag   W2mag   W3mag   W4mag
0.0152 0.01508 9.00000 1.5000000000 2.5388846397    1.500  0.800  3.8594  4.203    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.47e-13      0.00 7.265e-01 2.590e-01 2.577e-03 7.045e-04 6.404e-03 -1.000 1.458e-02 2.769 2.121 2.007 1.984 1.979 1.977 1.977 1.976 1.974 1.971 1.887 1.980 1.977 1.976 1.974
0.0152 0.01508 9.00000 1.5023090839 2.5390744209    1.502  0.804  3.8599  4.202    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-13      0.00 7.265e-01 2.589e-01 2.577e-03 7.044e-04 6.404e-03 -1.000 1.458e-02 2.761 2.115 2.002 1.980 1.974 1.973 1.972 1.971 1.969 1.967 1.882 1.975 1.973 1.971 1.969
0.0152 0.01508 9.00000 1.5499999523 2.5428512096    1.550  0.870  3.8683  4.183    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-13      0.00 7.267e-01 2.588e-01 2.575e-03 7.038e-04 6.400e-03 -1.000 1.450e-02 2.595 1.996 1.899 1.877 1.873 1.871 1.870 1.870 1.869 1.867 1.783 1.873 1.871 1.870 1.869
0.0152 0.01508 9.00000 1.5530842543 2.5430862904    1.553  0.874  3.8688  4.182    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-13      0.00 7.268e-01 2.587e-01 2.575e-03 7.038e-04 6.400e-03 -1.000 1.450e-02 2.585 1.989 1.893 1.871 1.866 1.864 1.864 1.863 1.862 1.861 1.776 1.867 1.864 1.864 1.862
0.0152 0.01508 9.00000 1.5960856676 2.5462553501    1.596  0.932  3.8755  4.163    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 7.269e-01 2.586e-01 2.574e-03 7.036e-04 6.397e-03 -1.000 1.454e-02 2.440 1.882 1.798 1.777 1.773 1.771 1.770 1.770 1.770 1.769 1.685 1.773 1.771 1.770 1.769
0.0152 0.01508 9.00000 1.6000000238 2.5465342999    1.600  0.937  3.8760  4.161    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-13      0.00 7.269e-01 2.586e-01 2.574e-03 7.036e-04 6.397e-03 -1.000 1.454e-02 2.427 1.872 1.789 1.768 1.764 1.762 1.761 1.761 1.761 1.760 1.676 1.764 1.762 1.761 1.761
0.0152 0.01508 9.00000 1.6316223145 2.5487298965    1.631  0.979  3.8801  4.144    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.29e-14      0.00 7.269e-01 2.585e-01 2.573e-03 7.036e-04 6.396e-03 -1.000 1.453e-02 2.323 1.791 1.716 1.695 1.691 1.689 1.688 1.688 1.688 1.688 1.604 1.691 1.689 1.689 1.688
0.0152 0.01508 9.00000 1.6500000954 2.5499615669    1.649  1.003  3.8822  4.133    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.03e-14      0.00 7.269e-01 2.585e-01 2.573e-03 7.036e-04 6.396e-03 -1.000 1.455e-02 2.263 1.743 1.672 1.651 1.646 1.645 1.644 1.644 1.644 1.644 1.560 1.647 1.645 1.644 1.644
0.0152 0.01508 9.00000 1.6682686806 2.5511550903    1.668  1.027  3.8841  4.122    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.95e-20      0.00 7.269e-01 2.585e-01 2.573e-03 7.036e-04 6.396e-03 -1.000 1.455e-02 2.204 1.695 1.628 1.606 1.602 1.601 1.600 1.600 1.600 1.600 1.517 1.603 1.601 1.600 1.600
0.0152 0.01508 9.00000 1.7000000477 2.5531582832    1.699  1.068  3.8872  4.101    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.269e-01 2.586e-01 2.574e-03 7.038e-04 6.396e-03 -1.000 1.455e-02 2.101 1.610 1.548 1.527 1.523 1.521 1.520 1.520 1.521 1.521 1.438 1.523 1.521 1.521 1.521
0.0152 0.01508 9.00000 1.7347594500 2.5552561283    1.734  1.112  3.8901  4.077    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.268e-01 2.586e-01 2.574e-03 7.040e-04 6.395e-03 -1.000 1.453e-02 1.989 1.515 1.459 1.438 1.433 1.432 1.431 1.431 1.432 1.432 1.349 1.434 1.432 1.431 1.432
0.0152 0.01508 9.00000 1.7500000000 2.5561456680    1.749  1.132  3.8911  4.065    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.268e-01 2.587e-01 2.575e-03 7.040e-04 6.396e-03 -1.000 1.452e-02 1.940 1.473 1.418 1.397 1.392 1.391 1.390 1.390 1.391 1.392 1.309 1.393 1.391 1.391 1.391
0.0152 0.01508 9.00000 1.7714564800 2.5573682785    1.770  1.159  3.8925  4.049    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.268e-01 2.587e-01 2.575e-03 7.041e-04 6.397e-03 -1.000 1.454e-02 1.872 1.412 1.360 1.339 1.334 1.333 1.332 1.332 1.333 1.334 1.251 1.335 1.333 1.332 1.333
0.0152 0.01508 9.00000 1.7999999523 2.5589430332    1.799  1.196  3.8935  4.023    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.267e-01 2.587e-01 2.575e-03 7.043e-04 6.399e-03 -1.000 1.457e-02 1.781 1.328 1.277 1.256 1.252 1.250 1.249 1.249 1.251 1.251 1.169 1.252 1.250 1.250 1.250
0.0152 0.01508 9.00000 1.8009904623 2.5589966774    1.800  1.197  3.8936  4.023    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.267e-01 2.587e-01 2.575e-03 7.043e-04 6.399e-03 -1.000 1.456e-02 1.777 1.325 1.274 1.253 1.249 1.247 1.246 1.246 1.248 1.249 1.166 1.249 1.247 1.247 1.247
0.0152 0.01508 9.00000 1.8274369240 2.5604035854    1.826  1.231  3.8940  3.997    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.266e-01 2.589e-01 2.576e-03 7.048e-04 6.398e-03 -1.000 1.454e-02 1.693 1.243 1.193 1.172 1.167 1.166 1.165 1.165 1.166 1.167 1.084 1.168 1.166 1.165 1.166
0.0152 0.01508 9.00000 1.8500000238 2.5615673065    1.849  1.260  3.8938  3.973    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.265e-01 2.590e-01 2.577e-03 7.053e-04 6.399e-03 -1.000 1.456e-02 1.621 1.170 1.121 1.100 1.095 1.093 1.092 1.092 1.093 1.094 1.011 1.095 1.093 1.092 1.093
0.0152 0.01508 9.00000 1.8599282503 2.5620689392    1.859  1.272  3.8936  3.962    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.264e-01 2.590e-01 2.577e-03 7.053e-04 6.400e-03 -1.000 1.457e-02 1.590 1.138 1.088 1.067 1.062 1.060 1.059 1.059 1.060 1.061 0.979 1.062 1.060 1.060 1.060
0.0152 0.01508 9.00000 1.8873214722 2.5634222031    1.886  1.307  3.8925  3.929    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.263e-01 2.591e-01 2.578e-03 7.054e-04 6.404e-03 -1.000 1.459e-02 1.504 1.045 0.995 0.973 0.968 0.966 0.965 0.965 0.966 0.967 0.884 0.968 0.966 0.965 0.966
0.0152 0.01508 9.00000 1.9000000954 2.5640332699    1.899  1.322  3.8915  3.912    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.262e-01 2.592e-01 2.579e-03 7.054e-04 6.407e-03 -1.000 1.459e-02 1.464 1.000 0.948 0.926 0.920 0.918 0.917 0.917 0.918 0.919 0.836 0.921 0.918 0.918 0.918
0.0152 0.01508 9.00000 1.9200804234 2.5649821758    1.919  1.347  3.8897  3.885    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.261e-01 2.593e-01 2.579e-03 7.055e-04 6.409e-03 -1.000 1.460e-02 1.402 0.927 0.873 0.851 0.845 0.843 0.842 0.841 0.842 0.843 0.760 0.845 0.843 0.842 0.842
0.0152 0.01508 9.00000 1.9500001669 2.5663545132    1.950  1.384  3.8855  3.838    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.260e-01 2.595e-01 2.581e-03 7.058e-04 6.412e-03 -1.000 1.455e-02 1.309 0.810 0.750 0.727 0.721 0.718 0.717 0.717 0.717 0.718 0.635 0.721 0.718 0.717 0.717
0.0152 0.01508 9.00000 1.9757508039 2.5674972534    1.976  1.415  3.8805  3.792    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.258e-01 2.596e-01 2.582e-03 7.061e-04 6.415e-03 -1.000 1.456e-02 1.232 0.704 0.636 0.612 0.605 0.603 0.602 0.601 0.601 0.601 0.518 0.606 0.603 0.601 0.601
0.0152 0.01508 9.00000 2.0000000000 2.5685424805    2.000  1.444  3.8742  3.744    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.257e-01 2.598e-01 2.584e-03 7.065e-04 6.419e-03 -1.000 1.457e-02 1.161 0.597 0.518 0.494 0.486 0.483 0.482 0.482 0.481 0.480 0.397 0.487 0.483 0.482 0.481
0.0152 0.01508 9.00000 2.0021023750 2.5686318874    2.002  1.446  3.8736  3.740    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.256e-01 2.598e-01 2.584e-03 7.065e-04 6.419e-03 -1.000 1.457e-02 1.154 0.587 0.508 0.483 0.476 0.473 0.472 0.471 0.471 0.470 0.386 0.476 0.473 0.471 0.470
0.0152 0.01508 9.00000 2.0220823288 2.5694694519    2.022  1.469  3.8668  3.694    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.255e-01 2.599e-01 2.585e-03 7.069e-04 6.423e-03 -1.000 1.463e-02 1.097 0.490 0.399 0.374 0.366 0.363 0.362 0.361 0.360 0.358 0.275 0.367 0.363 0.361 0.359
0.0152 0.01508 9.00000 2.0426039696 2.5703101158    2.042  1.493  3.8585  3.642    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.601e-01 2.587e-03 7.073e-04 6.426e-03 -1.000 1.462e-02 1.039 0.386 0.281 0.255 0.245 0.242 0.241 0.240 0.238 0.236 0.152 0.246 0.242 0.240 0.238
0.0152 0.01508 9.00000 2.0499999523 2.5706083775    2.050  1.501  3.8553  3.622    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.252e-01 2.602e-01 2.587e-03 7.074e-04 6.428e-03 -1.000 1.461e-02 1.018 0.347 0.236 0.210 0.200 0.197 0.196 0.194 0.192 0.190 0.106 0.201 0.197 0.194 0.192
0.0152 0.01508 9.00000 2.0634808540 2.5711457729    2.063  1.516  3.8489  3.584    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.251e-01 2.603e-01 2.588e-03 7.076e-04 6.430e-03 -1.000 1.460e-02 0.981 0.275 0.153 0.125 0.115 0.112 0.110 0.109 0.106 0.103 0.018 0.116 0.112 0.109 0.106
0.0152 0.01508 9.00000 2.0773973465 2.5716919899    2.077  1.531  3.8414  3.542    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.250e-01 2.604e-01 2.589e-03 7.078e-04 6.433e-03 -1.000 1.463e-02 0.942 0.196 0.059 0.030 0.019 0.016 0.015 0.013 0.009 0.005 -0.079 0.020 0.016 0.012 0.009
0.0152 0.01508 9.00000 2.0936515331 2.5723195076    2.093  1.553  3.8341  3.494    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.248e-01 2.606e-01 2.590e-03 7.081e-04 6.436e-03 -1.000 1.464e-02 0.887 0.102 -0.049 -0.079 -0.090 -0.094 -0.095 -0.097 -0.102 -0.106 -0.191 -0.089 -0.093 -0.098 -0.102
0.0152 0.01508 9.00000 2.0999999046 2.5725615025    2.099  1.563  3.8320  3.477    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.247e-01 2.606e-01 2.591e-03 7.082e-04 6.437e-03 -1.000 1.463e-02 0.862 0.066 -0.089 -0.119 -0.131 -0.134 -0.136 -0.138 -0.143 -0.147 -0.232 -0.130 -0.134 -0.139 -0.143
0.0152 0.01508 9.00000 2.1010882854 2.5726029873    2.100  1.565  3.8317  3.474    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.247e-01 2.606e-01 2.591e-03 7.082e-04 6.437e-03 -1.000 1.463e-02 0.858 0.060 -0.096 -0.126 -0.138 -0.141 -0.143 -0.145 -0.150 -0.154 -0.239 -0.137 -0.141 -0.146 -0.150
0.0152 0.01508 9.00000 2.1069586277 2.5728249550    2.106  1.586  3.8377  3.478    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.247e-01 2.607e-01 2.591e-03 7.083e-04 6.439e-03 -1.000 1.461e-02 0.804 0.038 -0.105 -0.135 -0.146 -0.150 -0.151 -0.153 -0.157 -0.161 -0.246 -0.145 -0.150 -0.154 -0.157
0.0152 0.01508 9.00000 2.1104564667 2.5729565620    2.109  1.608  3.8470  3.494    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.084e-04 6.439e-03 -1.000 1.461e-02 0.749 0.033 -0.092 -0.120 -0.131 -0.134 -0.136 -0.137 -0.140 -0.143 -0.228 -0.130 -0.134 -0.138 -0.140
0.0152 0.01508 9.00000 2.1118061543 2.5730073452    2.111  1.627  3.8569  3.515    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.085e-04 6.440e-03 -1.000 1.461e-02 0.701 0.040 -0.066 -0.093 -0.103 -0.107 -0.108 -0.110 -0.112 -0.114 -0.198 -0.103 -0.107 -0.110 -0.112
0.0152 0.01508 9.00000 2.1124961376 2.5730330944    2.111  1.647  3.8668  3.535    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.085e-04 6.440e-03 -1.000 1.461e-02 0.653 0.048 -0.040 -0.066 -0.076 -0.079 -0.081 -0.082 -0.083 -0.084 -0.168 -0.075 -0.079 -0.082 -0.083
0.0152 0.01508 9.00000 2.1128990650 2.5730483532    2.112  1.667  3.8767  3.554    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.085e-04 6.440e-03 -1.000 1.461e-02 0.602 0.053 -0.018 -0.043 -0.052 -0.055 -0.057 -0.058 -0.058 -0.058 -0.141 -0.052 -0.055 -0.057 -0.058
0.0152 0.01508 9.00000 2.1131465435 2.5730576515    2.112  1.690  3.8863  3.570    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.085e-04 6.440e-03 -1.000 1.461e-02 0.545 0.054 -0.002 -0.026 -0.035 -0.038 -0.039 -0.040 -0.039 -0.039 -0.121 -0.034 -0.038 -0.040 -0.040
0.0152 0.01508 9.00000 2.1133127213 2.5730638504    2.112  1.713  3.8953  3.583    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.085e-04 6.440e-03 -1.000 1.461e-02 0.487 0.050 0.007 -0.016 -0.024 -0.027 -0.028 -0.029 -0.027 -0.026 -0.108 -0.024 -0.027 -0.028 -0.028
0.0152 0.01508 9.00000 2.1134197712 2.5730676651    2.112  1.724  3.9003  3.592    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.085e-04 6.440e-03 -1.000 1.461e-02 0.459 0.053 0.017 -0.005 -0.013 -0.016 -0.017 -0.018 -0.016 -0.014 -0.096 -0.013 -0.016 -0.017 -0.016
0.0152 0.01508 9.00000 2.1134815216 2.5730700493    2.112  1.700  3.8955  3.596    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.085e-04 6.440e-03 -1.000 1.461e-02 0.519 0.083 0.041 0.018 0.010 0.007 0.006 0.005 0.007 0.008 -0.074 0.010 0.007 0.006 0.006
0.0152 0.01508 9.00000 2.1135396957 2.5730721951    2.112  1.674  3.8881  3.594    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.085e-04 6.440e-03 -1.000 1.461e-02 0.586 0.105 0.052 0.028 0.020 0.017 0.016 0.015 0.016 0.017 -0.066 0.020 0.017 0.015 0.015
0.0152 0.01508 9.00000 2.1135952473 2.5730743408    2.113  1.656  3.8791  3.575    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.085e-04 6.440e-03 -1.000 1.461e-02 0.630 0.095 0.028 0.004 -0.005 -0.008 -0.010 -0.011 -0.011 -0.011 -0.094 -0.005 -0.009 -0.010 -0.011
0.0152 0.01508 9.00000 2.1136703491 2.5730772018    2.113  1.650  3.8676  3.536    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.085e-04 6.440e-03 -1.000 1.461e-02 0.646 0.045 -0.042 -0.068 -0.077 -0.081 -0.082 -0.083 -0.084 -0.085 -0.169 -0.077 -0.081 -0.083 -0.085
0.0152 0.01508 9.00000 2.1137590408 2.5730805397    2.113  1.656  3.8560  3.483    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.086e-04 6.440e-03 -1.000 1.461e-02 0.630 -0.036 -0.143 -0.170 -0.181 -0.185 -0.186 -0.187 -0.189 -0.192 -0.276 -0.180 -0.185 -0.187 -0.190
0.0152 0.01508 9.00000 2.1138637066 2.5730843544    2.113  1.664  3.8444  3.428    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.086e-04 6.441e-03 -1.000 1.461e-02 0.610 -0.120 -0.249 -0.278 -0.289 -0.293 -0.294 -0.296 -0.300 -0.303 -0.387 -0.288 -0.293 -0.297 -0.300
0.0152 0.01508 9.00000 2.1139819622 2.5730888844    2.113  1.669  3.8328  3.377    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.086e-04 6.441e-03 -1.000 1.461e-02 0.598 -0.194 -0.345 -0.376 -0.389 -0.392 -0.394 -0.396 -0.400 -0.405 -0.490 -0.387 -0.392 -0.397 -0.400
0.0152 0.01508 9.00000 2.1141130924 2.5730936527    2.113  1.670  3.8216  3.331    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.086e-04 6.441e-03 -1.000 1.461e-02 0.595 -0.256 -0.430 -0.462 -0.476 -0.479 -0.481 -0.484 -0.490 -0.495 -0.581 -0.475 -0.479 -0.485 -0.490
0.0152 0.01508 9.00000 2.1142573357 2.5730991364    2.113  1.668  3.8109  3.290    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.086e-04 6.441e-03 -1.000 1.461e-02 0.599 -0.307 -0.503 -0.538 -0.552 -0.554 -0.557 -0.561 -0.578 -0.580 -0.661 -0.551 -0.553 -0.560 -0.573
0.0152 0.01508 9.00000 2.1144199371 2.5731050968    2.113  1.664  3.8010  3.255    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.086e-04 6.441e-03 -1.000 1.462e-02 0.609 -0.349 -0.566 -0.603 -0.619 -0.618 -0.622 -0.628 -0.701 -0.684 -0.735 -0.618 -0.618 -0.619 -0.670
0.0152 0.01508 9.00000 2.1146135330 2.5731124878    2.114  1.657  3.7916  3.224    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.086e-04 6.441e-03 -1.000 1.462e-02 0.627 -0.380 -0.616 -0.657 -0.674 -0.669 -0.675 -0.683 -0.809 -0.772 -0.795 -0.673 -0.669 -0.666 -0.753
0.0152 0.01508 9.00000 2.1148631573 2.5731217861    2.114  1.645  3.7819  3.198    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.608e-01 2.592e-03 7.086e-04 6.441e-03 -1.000 1.462e-02 0.657 -0.398 -0.656 -0.700 -0.718 -0.709 -0.716 -0.727 -0.907 -0.851 -0.845 -0.717 -0.708 -0.702 -0.826
0.0152 0.01508 9.00000 2.1151816845 2.5731337070    2.114  1.625  3.7714  3.176    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.245e-01 2.608e-01 2.592e-03 7.086e-04 6.441e-03 -1.000 1.462e-02 0.708 -0.400 -0.684 -0.731 -0.751 -0.737 -0.746 -0.761 -1.000 -0.922 -0.885 -0.750 -0.735 -0.727 -0.892
0.0152 0.01508 9.00000 2.1154582500 2.5731439590    2.114  1.603  3.7631  3.165    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.241e-01 2.612e-01 2.595e-03 7.094e-04 6.448e-03 -1.000 1.465e-02 0.763 -0.383 -0.687 -0.737 -0.760 -0.740 -0.751 -0.770 -1.055 -0.960 -0.898 -0.758 -0.739 -0.729 -0.925
0.0152 0.01508 9.00000 2.1157557964 2.5731551647    2.115  1.573  3.7546  3.161    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.218e-01 2.635e-01 2.613e-03 7.142e-04 6.491e-03 -1.000 1.476e-02 0.837 -0.347 -0.673 -0.726 -0.751 -0.726 -0.738 -0.761 -1.094 -0.981 -0.894 -0.749 -0.724 -0.713 -0.942
0.0152 0.01508 9.00000 2.1160221100 2.5731651783    2.115  1.542  3.7473  3.162    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.181e-01 2.670e-01 2.642e-03 7.218e-04 6.559e-03 -1.000 1.490e-02 0.915 -0.301 -0.646 -0.702 -0.729 -0.700 -0.712 -0.740 -1.113 -0.984 -0.876 -0.727 -0.698 -0.685 -0.942
0.0152 0.01508 9.00000 2.1162528992 2.5731737614    2.115  1.513  3.7412  3.167    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.158e-01 2.692e-01 2.659e-03 7.265e-04 6.601e-03 -1.000 1.501e-02 0.988 -0.254 -0.616 -0.675 -0.703 -0.671 -0.683 -0.714 -1.121 -0.980 -0.853 -0.700 -0.668 -0.654 -0.934
0.0152 0.01508 9.00000 2.1165449619 2.5731844902    2.115  1.478  3.7336  3.172    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.139e-01 2.710e-01 2.674e-03 7.304e-04 6.636e-03 -1.000 1.507e-02 1.076 -0.196 -0.579 -0.641 -0.671 -0.636 -0.649 -0.683 -1.095 -0.952 -0.822 -0.668 -0.632 -0.623 -0.906
0.0152 0.01508 9.00000 2.1167640686 2.5731928349    2.116  1.455  3.7280  3.173    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.129e-01 2.720e-01 2.682e-03 7.325e-04 6.654e-03 -1.000 1.510e-02 1.133 -0.161 -0.559 -0.624 -0.655 -0.617 -0.630 -0.668 -1.080 -0.937 -0.807 -0.652 -0.613 -0.608 -0.891
0.0152 0.01508 9.00000 2.1171402931 2.5732069016    2.116  1.447  3.7194  3.146    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.118e-01 2.730e-01 2.688e-03 7.343e-04 6.670e-03 -1.000 1.516e-02 1.151 -0.176 -0.598 -0.666 -0.700 -0.658 -0.672 -0.714 -1.126 -0.982 -0.853 -0.697 -0.654 -0.654 -0.937
0.0152 0.01508 9.00000 2.1175911427 2.5732235909    2.116  1.469  3.7106  3.090    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.741e-01 2.683e-03 7.387e-04 6.684e-03 -1.000 1.519e-02 1.099 -0.262 -0.708 -0.781 -0.818 -0.772 -0.787 -0.834 -1.246 -1.102 -0.971 -0.815 -0.767 -0.774 -1.057
0.0152 0.01508 9.00000 2.1179664135 2.5732376575    2.117  1.507  3.7048  3.028    3  0.000  0.516     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.097e-01 2.751e-01 2.591e-03 8.140e-04 6.691e-03 -1.000 1.521e-02 1.004 -0.378 -0.841 -0.916 -0.956 -0.907 -0.923 -0.973 -1.386 -1.240 -1.109 -0.953 -0.902 -0.914 -1.197
0.0152 0.01508 9.00000 2.1182663441 2.5732488632    2.117  1.543  3.7008  2.976    3  0.000  0.482     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.088e-01 2.759e-01 2.418e-03 9.998e-04 6.695e-03 -1.000 1.524e-02 0.913 -0.483 -0.957 -1.035 -1.077 -1.025 -1.041 -1.094 -1.506 -1.360 -1.229 -1.073 -1.019 -1.034 -1.318
0.0152 0.01508 9.00000 2.1185662746 2.5732598305    2.117  1.582  3.6973  2.924    3  0.000  0.442     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.079e-01 2.769e-01 2.219e-03 1.238e-03 6.698e-03 -1.000 1.529e-02 0.816 -0.592 -1.075 -1.155 -1.199 -1.145 -1.162 -1.217 -1.629 -1.483 -1.353 -1.195 -1.140 -1.157 -1.440
