Release Date,Object,RA,DEC,Program ID,OB ID,DPR.CATG,DPR.TYPE,Dataset ID,EXPTIME
2016-12-29,"i,Car",09:11:16.27,-62:19:07.2,096.D-0072(A),100383641,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2015-12-29T07:57:01.593.tar,   336.997
2016-12-29,"i,Car",09:11:16.33,-62:19:05.2,096.D-0072(A),100383641,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2015-12-29T08:21:38.902.tar,   336.997
2016-12-30,alphaDor,04:33:59.46,-55:02:46.1,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T01:41:35.630.tar,   169.998
2016-12-30,alphaDor,04:33:59.47,-55:02:45.6,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T01:55:04.033.tar,   169.998
2016-12-30,alphaDor,04:33:59.49,-55:02:45.7,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T02:08:32.047.tar,   169.998
2016-12-30,alphaDor,04:33:59.49,-55:02:45.6,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T02:22:00.030.tar,   169.998
2016-12-30,alphaDor,04:33:59.50,-55:02:45.7,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T02:35:28.884.tar,   169.998
2016-12-30,alphaDor,04:33:59.49,-55:02:45.9,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T02:50:13.002.tar,   169.998
2016-12-30,alphaDor,04:33:59.57,-55:02:45.5,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T03:03:41.066.tar,   169.998
2016-12-30,alphaDor,04:33:59.62,-55:02:44.6,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T03:17:09.059.tar,   169.998
2016-12-30,alphaDor,04:33:59.65,-55:02:44.1,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T03:30:38.023.tar,   169.998
2016-12-30,alphaDor,04:33:59.67,-55:02:43.3,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T03:44:06.036.tar,   169.998
2016-12-30,alphaDor,04:33:59.75,-55:02:43.6,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T04:03:57.681.tar,   169.998
2016-12-30,alphaDor,04:33:59.71,-55:02:43.2,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T04:17:27.244.tar,   169.998
2016-12-30,alphaDor,04:33:59.64,-55:02:44.1,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T04:30:55.028.tar,   169.998
2016-12-30,alphaDor,04:33:59.41,-55:02:44.7,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T04:44:23.022.tar,   169.998
2016-12-30,alphaDor,04:33:59.32,-55:02:44.7,096.D-0072(A),100383648,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T04:57:52.046.tar,   169.998
2016-12-30,"$epsilon$,CMa",06:58:37.30,-28:58:13.8,096.D-0072(A),100383659,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2015-12-30T05:14:40.600.tar,    34.998
2016-12-30,"$epsilon$,CMa",06:58:37.31,-28:58:13.8,096.D-0072(A),100383659,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2015-12-30T05:19:09.064.tar,    34.998
2016-12-30,"$epsilon$,CMa",06:58:37.33,-28:58:13.5,096.D-0072(A),100383659,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2015-12-30T05:23:37.025.tar,    34.998
2016-12-30,alphaDor,04:33:59.94,-55:02:48.2,096.D-0072(A),100383661,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T06:02:55.696.tar,   169.998
2016-12-30,alphaDor,04:33:59.92,-55:02:49.5,096.D-0072(A),100383661,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T06:16:24.389.tar,   169.998
2016-12-30,alphaDor,04:33:59.87,-55:02:50.6,096.D-0072(A),100383661,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T06:29:52.333.tar,   169.998
2016-12-30,alphaDor,04:33:59.85,-55:02:51.6,096.D-0072(A),100383661,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T06:43:20.346.tar,   169.998
2016-12-30,alphaDor,04:33:59.86,-55:02:53.4,096.D-0072(A),100383661,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T06:56:48.490.tar,   169.998
2016-12-30,alphaDor,04:33:59.95,-55:02:55.4,096.D-0072(A),100383661,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T07:11:53.388.tar,   169.998
2016-12-30,alphaDor,04:33:59.99,-55:02:57.5,096.D-0072(A),100383661,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T07:25:21.371.tar,   169.998
2016-12-30,alphaDor,04:34:00.15,-55:02:59.4,096.D-0072(A),100383661,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T07:38:49.335.tar,   169.998
2016-12-30,alphaDor,04:34:00.43,-55:03:01.8,096.D-0072(A),100383661,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T07:52:17.348.tar,   169.998
2016-12-30,alphaDor,04:34:00.73,-55:03:03.9,096.D-0072(A),100383661,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-30T08:05:45.332.tar,   169.998
2016-12-30,"i,Car",09:11:16.49,-62:19:06.7,096.D-0072(A),100383669,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2015-12-30T08:15:59.155.tar,   336.997
2016-12-30,"i,Car",09:11:16.54,-62:19:05.8,096.D-0072(A),100383669,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2015-12-30T08:40:35.354.tar,   336.997
2016-12-31,alphaDor,04:33:59.38,-55:02:46.2,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T02:11:05.238.tar,   169.998
2016-12-31,alphaDor,04:33:59.38,-55:02:46.2,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T02:24:33.342.tar,   169.998
2016-12-31,alphaDor,04:33:59.41,-55:02:46.1,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T02:38:01.355.tar,   169.998
2016-12-31,alphaDor,04:33:59.45,-55:02:45.6,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T02:51:29.329.tar,   169.998
2016-12-31,alphaDor,04:33:59.48,-55:02:45.5,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T03:04:57.363.tar,   169.998
2016-12-31,alphaDor,04:33:59.55,-55:02:44.8,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T03:18:51.824.tar,   169.998
2016-12-31,alphaDor,04:33:59.61,-55:02:44.2,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T03:32:20.342.tar,   169.998
2016-12-31,alphaDor,04:33:59.64,-55:02:43.7,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T03:45:49.366.tar,   169.998
2016-12-31,alphaDor,04:33:59.66,-55:02:43.9,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T03:59:17.349.tar,   169.998
2016-12-31,alphaDor,04:33:59.67,-55:02:43.8,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T04:12:45.413.tar,   169.998
2016-12-31,alphaDor,04:33:59.60,-55:02:44.3,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T04:26:20.667.tar,   169.998
2016-12-31,alphaDor,04:33:59.52,-55:02:44.8,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T04:39:49.350.tar,   169.998
2016-12-31,alphaDor,04:33:59.33,-55:02:44.8,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T04:53:17.364.tar,   169.998
2016-12-31,alphaDor,04:33:59.17,-55:02:45.3,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T05:06:45.377.tar,   169.998
2016-12-31,alphaDor,04:33:59.10,-55:02:45.2,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T05:20:13.331.tar,   169.998
2016-12-31,alphaDor,04:33:59.07,-55:02:46.4,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T05:34:13.796.tar,   169.998
2016-12-31,alphaDor,04:33:59.37,-55:02:48.0,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T05:47:42.350.tar,   169.998
2016-12-31,alphaDor,04:34:00.02,-55:02:48.7,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T06:01:10.343.tar,   169.998
2016-12-31,alphaDor,04:34:00.03,-55:02:49.7,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T06:14:38.357.tar,   169.998
2016-12-31,alphaDor,04:34:00.00,-55:02:50.3,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T06:28:06.401.tar,   169.998
2016-12-31,alphaDor,04:33:59.94,-55:02:51.8,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T06:41:47.115.tar,   169.998
2016-12-31,alphaDor,04:33:59.94,-55:02:53.2,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T06:55:16.368.tar,   169.998
2016-12-31,alphaDor,04:34:00.04,-55:02:55.0,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T07:08:44.352.tar,   169.998
2016-12-31,alphaDor,04:34:00.17,-55:02:56.9,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T07:22:12.366.tar,   169.998
2016-12-31,alphaDor,04:34:00.30,-55:02:58.7,096.D-0072(A),100383676,SCIENCE,"STAR,CIRPOL,B8III",HARPS.2015-12-31T07:35:40.120.tar,   169.998
2016-12-31,"i,Car",09:11:16.40,-62:19:06.6,096.D-0072(A),100383695,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2015-12-31T07:51:37.242.tar,   336.997
2016-12-31,"i,Car",09:11:16.42,-62:19:04.7,096.D-0072(A),100383695,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2015-12-31T08:16:13.341.tar,   336.997
2017-08-17,iot-Hor,02:42:33.29,-50:47:57.9,096.D-0257(C),100385632,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-18T00:20:21.169.tar,   399.997
2017-08-17,iot-Hor,02:42:33.67,-50:48:00.9,096.D-0257(C),100385632,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-18T00:49:08.031.tar,   399.997
2017-08-17,iot-Hor,02:42:33.96,-50:48:02.4,096.D-0257(C),100385632,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-18T01:17:57.104.tar,   399.997
2017-02-18,HD36526,05:32:13.04,-01:35:59.2,096.D-0064(A),100385637,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T01:51:08.010.tar,   599.997
2017-02-18,HD92664,10:40:11.67,-65:05:57.9,096.D-0064(A),100385638,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T02:37:51.705.tar,   139.998
2017-02-18,HD74535,08:42:18.77,-53:06:04.6,096.D-0064(A),100385640,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T02:51:47.161.tar,   139.998
2017-02-18,HD65987,07:58:02.78,-60:36:58.8,096.D-0064(A),100385642,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T03:06:13.588.tar,   499.997
2017-02-18,CPD-60-944A,07:56:45.12,-60:48:57.7,096.D-0064(A),100385643,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T03:44:40.963.tar,   749.997
2017-02-18,HD128775,14:40:18.84,-45:47:57.2,096.D-0064(A),100385648,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T04:45:16.250.tar,   349.997
2017-02-18,HD136347,15:21:29.35,-38:13:31.5,096.D-0064(A),100385650,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T05:14:59.298.tar,   349.997
2017-02-18,HD92385,10:38:17.12,-65:02:38.7,096.D-0064(A),100385651,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T05:43:24.670.tar,   249.998
2017-02-18,HD142301,15:54:38.86,-25:14:55.2,096.D-0064(A),100385652,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T06:04:50.740.tar,   179.998
2017-02-18,HD153948,17:04:14.25,-38:03:44.0,096.D-0064(A),100385654,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T06:32:22.830.tar,  1599.998
2017-02-18,HD162725,17:53:58.21,-34:49:56.1,096.D-0064(A),100385658,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-18T08:52:27.099.tar,   249.998
2017-08-18,iot-Hor,02:42:33.42,-50:47:57.5,096.D-0257(C),100385663,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-19T00:15:07.842.tar,   399.997
2017-08-18,iot-Hor,02:42:33.68,-50:48:01.1,096.D-0257(C),100385663,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-19T00:43:56.137.tar,   399.997
2017-08-18,iot-Hor,02:42:34.02,-50:48:02.2,096.D-0257(C),100385663,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-19T01:12:44.001.tar,   399.997
2017-02-19,HD35298,05:23:50.34,+02:04:56.1,096.D-0064(A),100385672,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T01:45:26.518.tar,   599.997
2017-02-19,HD92664,10:40:11.72,-65:05:57.7,096.D-0064(A),100385679,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T02:32:20.611.tar,   149.998
2017-02-19,HD74535,08:42:18.66,-53:06:04.7,096.D-0064(A),100385680,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T02:48:15.023.tar,   149.998
2017-02-19,HD65987,07:58:02.79,-60:36:58.5,096.D-0064(A),100385682,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T03:03:23.583.tar,   599.997
2017-02-19,CPD-60-944A,07:56:45.24,-60:48:57.0,096.D-0064(A),100385686,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T03:51:22.409.tar,   899.997
2017-02-19,HD128775,14:40:19.14,-45:47:50.5,096.D-0064(A),100385689,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T04:57:13.713.tar,   349.997
2017-02-19,HD136347,15:21:29.67,-38:13:24.7,096.D-0064(A),100385690,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T05:25:10.615.tar,   349.997
2017-02-19,HD142301,15:54:38.73,-25:14:57.9,096.D-0064(A),100385692,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T05:53:34.267.tar,   179.998
2017-02-19,HD144334,16:06:05.63,-23:36:41.2,096.D-0064(A),100385694,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T06:09:25.439.tar,   149.998
2017-02-19,HD153948,17:04:14.06,-38:03:46.0,096.D-0064(A),100385695,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T06:24:39.169.tar,  1749.998
2017-02-19,HD162725,17:53:58.27,-34:49:54.4,096.D-0064(A),100385707,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-19T08:55:20.628.tar,   299.997
2017-08-19,iot-Hor,02:42:33.67,-50:48:00.5,096.D-0257(C),100385714,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-20T00:35:43.444.tar,   399.997
2017-08-19,iot-Hor,02:42:34.05,-50:48:02.2,096.D-0257(C),100385714,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-20T01:05:20.469.tar,   399.997
2017-08-19,iot-Hor,02:42:33.97,-50:48:04.1,096.D-0257(C),100385714,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-20T01:34:08.143.tar,   399.997
2017-02-20,HD37642,05:39:55.55,-03:19:51.4,096.D-0064(A),100385717,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T02:06:59.740.tar,   599.997
2017-02-20,HD92664,10:40:11.17,-65:06:00.8,096.D-0064(A),100385720,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T02:52:09.776.tar,   139.998
2017-02-20,HD74535,08:42:18.89,-53:06:05.7,096.D-0064(A),100385721,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T03:09:12.061.tar,   139.998
2017-02-20,CPD-60-944A,07:56:45.23,-60:48:59.2,096.D-0064(A),100385722,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T03:23:31.437.tar,   899.997
2017-02-20,HD128775,14:40:19.10,-45:47:58.6,096.D-0064(A),100385726,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T04:30:07.684.tar,   349.997
2017-02-20,HD133652,15:06:32.50,-30:55:28.0,096.D-0064(A),100385727,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T04:58:20.065.tar,   179.998
2017-02-20,HD136347,15:21:29.70,-38:13:27.3,096.D-0064(A),100385728,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T05:17:38.108.tar,   299.997
2017-02-20,HD142301,15:54:38.71,-25:15:01.0,096.D-0064(A),100385731,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T05:43:54.922.tar,   179.998
2017-02-20,HD147010,16:20:04.34,-20:03:51.4,096.D-0064(A),100385732,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T06:01:03.469.tar,   299.997
2017-02-20,HD65987,07:58:02.82,-60:37:01.0,096.D-0064(A),100385734,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T06:36:01.622.tar,   599.997
2017-02-20,HD144334,16:06:06.38,-23:36:26.0,096.D-0064(A),100385737,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T07:21:21.539.tar,   199.998
2017-02-20,HD147010,16:20:05.47,-20:03:26.2,096.D-0064(A),100385738,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T07:38:36.644.tar,   599.997
2017-02-20,HD162725,17:53:58.29,-34:49:56.1,096.D-0064(A),100385742,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-20T08:50:41.518.tar,   249.998
2017-08-20,iot-Hor,02:42:33.19,-50:48:00.5,096.D-0257(C),100385753,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-21T00:24:55.040.tar,   399.997
2017-08-20,iot-Hor,02:42:33.80,-50:48:02.7,096.D-0257(C),100385753,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-21T00:53:43.009.tar,   399.997
2017-08-20,iot-Hor,02:42:33.65,-50:48:05.4,096.D-0257(C),100385753,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-21T01:22:32.187.tar,   399.997
2017-02-21,HD35298,05:23:50.04,+02:04:53.8,096.D-0064(A),100385755,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-21T01:53:55.488.tar,   599.997
2017-02-21,BD+00-1659,06:51:46.19,+00:27:58.2,096.D-0064(A),100385757,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-21T02:38:53.275.tar,  1749.998
2017-02-21,HD92664,10:40:10.08,-65:06:09.1,096.D-0064(A),100385765,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-21T04:41:02.232.tar,   149.998
2017-02-21,HD74535,08:42:18.65,-53:06:04.8,096.D-0064(A),100385766,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-21T04:55:34.728.tar,   149.998
2017-02-21,CPD-60-944A,07:56:44.14,-60:48:58.7,096.D-0064(A),100385768,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-21T05:09:40.724.tar,   999.997
2017-02-21,HD65987,07:58:02.80,-60:36:58.5,096.D-0064(A),100385773,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-21T06:20:10.043.tar,   699.997
2017-02-21,HD133652,15:06:33.58,-30:55:07.0,096.D-0064(A),100385779,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-21T07:39:02.239.tar,   179.998
2017-02-21,HD136347,15:21:30.50,-38:13:09.9,096.D-0064(A),100385780,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-21T07:56:20.606.tar,   349.997
2017-02-21,HD144334,16:06:06.82,-23:36:21.7,096.D-0064(A),100385785,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-21T08:47:57.584.tar,   199.998
2017-08-21,iot-Hor,02:42:33.25,-50:47:58.8,096.D-0257(C),100385791,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-22T00:18:16.149.tar,   399.997
2017-08-21,iot-Hor,02:42:33.96,-50:48:01.4,096.D-0257(C),100385791,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-22T00:47:03.973.tar,   399.997
2017-08-21,iot-Hor,02:42:33.79,-50:48:03.6,096.D-0257(C),100385791,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-22T01:15:53.011.tar,   399.997
2017-02-22,HD35298,05:23:50.09,+02:04:54.9,096.D-0064(A),100385797,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T01:47:50.170.tar,   599.997
2017-02-22,HD36526,05:32:12.54,-01:36:05.3,096.D-0064(A),100385802,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T02:31:12.851.tar,   699.997
2017-02-22,HD37642,05:39:54.59,-03:19:54.7,096.D-0064(A),100385805,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T03:20:57.492.tar,   599.997
2017-02-22,HD92664,10:40:09.81,-65:06:06.4,096.D-0064(A),100385806,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T04:05:28.267.tar,   149.998
2017-02-22,HD74535,08:42:18.74,-53:06:03.0,096.D-0064(A),100385810,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T04:19:44.523.tar,   149.998
2017-02-22,CPD-60-944A,07:56:44.78,-60:48:58.5,096.D-0064(A),100385812,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T04:33:31.767.tar,   999.997
2017-02-22,HD65987,07:58:02.76,-60:36:56.3,096.D-0064(A),100385815,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T05:43:48.285.tar,   699.997
2017-02-22,HD128775,14:40:19.95,-45:47:36.6,096.D-0064(A),100385818,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T06:35:42.624.tar,   349.997
2017-02-22,HD133652,15:06:34.02,-30:55:04.8,096.D-0064(A),100385820,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T07:03:12.973.tar,   199.998
2017-02-22,HD136347,15:21:30.98,-38:13:07.0,096.D-0064(A),100385821,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T07:21:17.082.tar,   349.997
2017-02-22,HD144334,16:06:07.27,-23:36:20.3,096.D-0064(A),100385824,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T07:49:48.014.tar,   199.998
2017-02-22,HD162725,17:53:57.89,-34:50:01.9,096.D-0064(A),100385827,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T08:06:44.550.tar,   299.997
2017-02-22,HD112381,12:56:57.99,-54:35:16.6,096.D-0064(A),100385831,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-22T08:54:55.256.tar,   299.997
2017-08-22,iot-Hor,02:42:33.33,-50:47:59.4,096.D-0257(C),100385839,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-23T00:16:48.109.tar,   399.997
2017-08-22,iot-Hor,02:42:33.97,-50:48:01.5,096.D-0257(C),100385839,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-23T00:45:36.012.tar,   399.997
2017-08-22,iot-Hor,02:42:33.81,-50:48:04.1,096.D-0257(C),100385839,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-23T01:14:25.015.tar,   399.997
2017-02-23,HD36526,05:32:12.91,-01:36:01.1,096.D-0064(A),100385844,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-23T01:45:55.475.tar,   699.997
2017-02-23,HD37633,05:39:45.71,-02:40:34.5,096.D-0064(A),100385845,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-23T02:36:38.538.tar,  1199.998
2017-02-23,HD74535,08:42:18.76,-53:06:04.1,096.D-0064(A),100385848,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-23T04:02:03.132.tar,   149.998
2017-02-23,HD65987,07:58:02.89,-60:36:57.7,096.D-0064(A),100385849,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-23T04:16:31.399.tar,   699.997
2017-02-23,CPD-60-944A,07:56:44.06,-60:48:56.1,096.D-0064(A),100385852,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-23T05:07:30.003.tar,   999.997
2017-02-23,HD128775,14:40:20.11,-45:47:36.0,096.D-0064(A),100385855,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-23T06:19:27.294.tar,   349.997
2017-02-23,HD133652,15:06:34.11,-30:55:04.2,096.D-0064(A),100385856,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-23T06:46:43.721.tar,   199.998
2017-02-23,HD136347,15:21:31.04,-38:13:06.0,096.D-0064(A),100385857,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-23T07:03:53.297.tar,   349.997
2017-08-23,iot-Hor,02:42:33.43,-50:48:00.0,096.D-0257(C),100385868,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-24T00:20:36.183.tar,   399.997
2017-08-23,iot-Hor,02:42:33.95,-50:48:02.0,096.D-0257(C),100385868,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-24T00:49:24.135.tar,   399.997
2017-08-23,iot-Hor,02:42:33.79,-50:48:04.9,096.D-0257(C),100385868,SCIENCE,"STAR,CIRPOL,G0V",HARPS.2016-02-24T01:18:12.149.tar,   399.997
2017-02-24,HD36526,05:32:12.88,-01:36:02.5,096.D-0064(A),100385872,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-24T01:53:26.323.tar,   699.997
2017-02-24,HD37633,05:39:45.66,-02:40:34.4,096.D-0064(A),100385874,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-24T02:43:04.514.tar,  1199.998
2017-02-24,HD74535,08:42:18.78,-53:06:04.0,096.D-0064(A),100385877,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2016-02-24T04:07:37.409.tar,   149.998
