Release Date,Object,RA,DEC,Program ID,OB ID,DPR.CATG,DPR.TYPE,Dataset ID,EXPTIME
2011-11-29,LTT2364,05:44:28.56,-22:26:51.8,60.A-9036(A),,SCIENCE,"STAR,LINPOL,G2V",HARPS.2010-11-29T07:17:58.153.tar,    20.000
2013-07-20,HD-221507,23:32:57.81,-37:49:08.5,187.D-0917(C),100311852,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2012-07-20T10:00:38.986.tar,   270.000
2013-07-20,HD-221507,23:32:57.74,-37:49:09.6,187.D-0917(C),100311852,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2012-07-20T10:20:50.552.tar,   270.000
2013-08-04,HD24712,03:55:15.60,-12:05:56.8,089.D-0383(A),100312982,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2012-08-04T10:25:22.962.tar,   499.993
2013-08-06,HD137949,15:29:34.41,-17:26:20.9,089.D-0383(A),100313030,SCIENCE,"STAR,CIRPOL,Bp",HARPS.2012-08-06T00:20:29.094.tar,   300.000
2013-08-07,HD221507,23:32:57.84,-37:49:03.4,089.D-0383(A),100313118,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2012-08-07T06:29:33.878.tar,   900.000
2013-08-08,HD24712,03:55:16.09,-12:05:57.8,089.D-0383(A),100313204,SCIENCE,"STAR,LINPOL",HARPS.2012-08-08T09:27:22.061.tar,   900.000
2013-08-08,HD24712,03:55:15.71,-12:05:58.7,089.D-0383(A),100313208,SCIENCE,"STAR,LINPOL",HARPS.2012-08-08T09:58:45.841.tar,   900.000
2013-08-09,HD166473,18:12:25.60,-37:45:09.0,089.D-0383(A),100313232,SCIENCE,"STAR,CIRPOL,Bp",HARPS.2012-08-09T03:27:33.919.tar,  1800.000
2013-08-09,HD217522,23:01:46.77,-44:50:31.6,089.D-0383(A),100313244,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2012-08-09T06:46:52.773.tar,  1200.000
2014-12-02,GJ205,05:31:27.76,-03:41:08.9,092.C-0715(A),17,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2013-12-02T04:33:40.644.tar,   450.000
2014-12-06,GJ205,05:31:27.74,-03:41:07.8,092.C-0715(A),15,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2013-12-06T04:06:20.653.tar,   450.000
2014-12-06,GJ176,04:42:55.55,+18:56:59.0,092.C-0715(A),16,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2013-12-06T04:25:38.904.tar,   600.000
2014-12-24,HD-36285,05:30:20.32,-07:26:06.6,191.D-0255(D),100347007,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T00:36:27.303.tar,  1400.000
2014-12-24,HD-36512,05:31:56.26,-07:18:09.3,191.D-0255(D),100347013,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T01:38:11.597.tar,   550.000
2014-12-24,HD-36512,05:31:56.27,-07:18:09.8,191.D-0255(D),100347016,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T01:59:07.193.tar,     9.998
2014-12-24,HD-36512,05:31:56.27,-07:18:09.8,191.D-0255(D),100347017,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T02:05:57.037.tar,   549.999
2014-12-24,HD-36430,05:31:21.11,-06:42:33.2,191.D-0255(D),100347019,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T02:26:34.583.tar,  1299.999
2014-12-24,HD-40111,05:57:58.40,+25:56:51.9,191.D-0255(D),100347022,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T04:03:05.513.tar,  1000.000
2014-12-24,HD-36591,05:32:41.55,-01:35:35.0,191.D-0255(D),100347025,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T05:14:18.963.tar,  1000.000
2014-12-24,HD-36486,05:32:00.20,-00:18:07.6,191.D-0255(D),100347028,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T06:25:19.190.tar,    60.000
2014-12-24,HD-55857,07:13:36.36,-27:21:20.4,191.D-0255(D),100347029,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T06:33:40.101.tar,  1700.000
2014-12-24,HD-44743,06:22:41.63,-17:57:35.4,191.D-0255(D),100347032,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T08:31:16.029.tar,    60.000
2014-12-24,HD-52089,06:58:37.38,-28:58:32.0,191.D-0255(D),100347033,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-24T08:39:36.329.tar,    40.000
2014-12-25,HD-36486,05:31:59.78,-00:18:01.5,191.D-0255(D),100347056,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-25T00:44:29.196.tar,   219.998
2014-12-25,HD-44743,06:22:41.71,-17:57:24.9,191.D-0255(D),100347058,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-25T01:08:33.063.tar,   250.000
2014-12-25,HD-68826,08:11:53.63,-48:45:13.2,191.D-0255(D),100347064,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-25T01:33:30.294.tar,  1400.000
2014-12-25,HD-35039,05:21:45.65,-00:22:58.6,191.D-0255(D),100347069,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-25T03:12:40.435.tar,  1600.000
2014-12-25,HD-37468,05:38:44.86,-02:36:04.3,191.D-0255(D),100347075,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-25T05:02:46.926.tar,   450.000
2014-12-25,HD-52089,06:58:37.52,-28:58:18.3,191.D-0255(D),100347077,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-25T05:37:20.152.tar,    35.000
2014-12-25,HD-75759,08:50:21.29,-42:05:29.7,191.D-0255(D),100347078,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-25T05:45:57.524.tar,  2600.000
2014-12-26,HD-35299,05:23:41.75,-00:09:40.0,191.D-0255(D),100347098,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-26T00:40:40.760.tar,  2450.000
2014-12-26,HD-36591,05:32:41.32,-01:35:30.8,191.D-0255(D),100347106,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-26T03:31:25.372.tar,  1800.000
2014-12-26,HD-55857,07:13:36.19,-27:21:20.6,191.D-0255(D),100347107,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-26T05:40:32.933.tar,  2800.000
2014-12-27,HD-37209,05:36:35.19,-06:03:56.5,191.D-0255(D),100347124,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-27T00:38:18.799.tar,  2450.000
2014-12-27,HD-36512,05:31:55.71,-07:18:04.2,191.D-0255(D),100347133,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-27T03:39:03.926.tar,  1400.000
2014-12-27,HD-44743,06:22:41.75,-17:57:18.3,191.D-0255(D),100347135,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-27T05:23:12.365.tar,   200.000
2014-12-27,HD-68826,08:11:53.78,-48:44:53.3,191.D-0255(D),100347136,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-27T05:40:03.687.tar,  2700.000
2014-12-27,HD-46328,06:31:51.13,-23:25:13.3,191.D-0255(D),100347140,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-27T07:13:43.099.tar,   999.999
2014-12-28,HD-36351,05:31:13.95,+03:17:25.6,191.D-0255(D),100347150,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-28T00:46:39.024.tar,  2000.000
2014-12-28,HD-30836,04:51:12.63,+05:36:12.0,191.D-0255(D),100347157,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-28T03:37:39.465.tar,   450.000
2014-12-28,HD-48434,06:43:38.44,+03:55:53.9,191.D-0255(D),100347160,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-28T04:12:14.842.tar,  2800.000
2014-12-28,HD-44743,06:22:42.01,-17:57:33.0,191.D-0255(D),100347166,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-28T07:29:00.660.tar,    75.000
2014-12-28,HD-46328,06:31:51.50,-23:25:18.2,191.D-0255(D),100347167,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-28T07:37:35.300.tar,   899.999
2014-12-28,HD-52089,06:58:37.60,-28:58:33.4,191.D-0255(D),100347172,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-28T08:33:10.214.tar,    45.000
2014-12-28,HD-52089,06:58:37.60,-28:58:33.3,191.D-0255(D),100347173,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-28T08:36:59.328.tar,    54.993
2014-12-29,HD-34989,05:21:42.73,+08:25:36.4,191.D-0255(D),100347182,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-29T00:40:50.423.tar,  2700.000
2014-12-29,HD-37744,05:40:37.11,-02:49:31.9,191.D-0255(D),100347194,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-29T03:48:37.119.tar,  2799.999
2014-12-29,HD-36486,05:31:59.84,-00:18:11.4,191.D-0255(D),100347205,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-29T06:59:33.526.tar,   124.992
2014-12-29,HD-44743,06:22:41.84,-17:57:34.4,191.D-0255(D),100347206,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-29T07:13:45.378.tar,    75.000
2014-12-29,HD-46328,06:31:51.26,-23:25:19.3,191.D-0255(D),100347209,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2013-12-29T07:26:40.095.tar,  1150.000
2015-01-16,Gl410,11:02:37.87,+21:57:47.1,092.C-0715(A),32,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-16T08:55:45.066.tar,   300.002
2015-01-18,GJ205,05:31:28.33,-03:41:08.7,092.C-0715(A),3,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-18T00:49:41.335.tar,   450.001
2015-01-18,Gl358,09:39:46.41,-41:04:04.0,092.C-0715(A),16,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-18T04:27:08.091.tar,   900.000
2015-01-20,GJ205,05:31:27.84,-03:41:05.8,092.C-0715(A),7,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-20T02:23:19.728.tar,   400.001
2015-01-20,Gl358,09:39:46.87,-41:03:59.1,092.C-0715(A),12,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-20T03:41:30.664.tar,   900.000
2015-01-20,Gl375,09:58:35.42,-46:25:42.7,092.C-0206,15,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-20T05:09:39.369.tar,  1300.001
2015-01-21,GJ176,04:42:55.93,+18:57:01.4,092.C-0715(A),5,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-21T01:52:24.017.tar,   600.000
2015-01-21,GJ176,04:42:56.11,+18:57:03.1,092.C-0715(A),5,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-21T02:42:28.053.tar,   600.000
2015-01-21,Gl375,09:58:34.98,-46:25:41.4,092.D-0206(A),20,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-21T07:01:50.644.tar,  1300.000
2015-01-22,Gl358,09:39:46.17,-41:04:03.6,092.C-0715(A),21,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-22T04:32:37.947.tar,   900.000
2015-01-22,Gl375,09:58:35.21,-46:25:43.0,092.D-0206(A),22,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-22T05:36:55.770.tar,  1400.000
2015-01-23,GJ176,04:42:56.12,+18:57:04.6,092.C-0715(A),6,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-23T02:21:15.731.tar,   600.000
2015-01-23,Gl375,09:58:34.87,-46:25:43.0,092.D-0206(A),19,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-23T06:15:45.812.tar,  1300.000
2015-01-24,GJ205,05:31:27.81,-03:41:05.6,092.C-0715(A),6,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-24T01:57:42.709.tar,   450.000
2015-01-24,Gl358,09:39:46.90,-41:03:58.1,092.C-0715(A),10,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-24T03:12:32.530.tar,   900.002
2015-01-24,Gl375,09:58:35.40,-46:25:43.5,092.D-0206(A),12,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-24T04:31:44.287.tar,  1400.000
2015-01-28,GJ176,04:42:55.73,+18:56:58.9,092.C-0715(A),2,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-28T00:50:21.467.tar,   600.000
2015-01-28,Gl375,09:58:34.95,-46:25:41.4,092.D-0206(A),17,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-28T06:43:00.479.tar,  1400.000
2015-01-29,Gl375,09:58:35.52,-46:25:44.3,092.D-0206(A),12,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-29T04:10:37.652.tar,  1400.000
2015-01-29,Gl410,11:02:38.23,+21:57:51.2,092.C-0715(A),18,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-29T08:24:27.252.tar,   450.001
2015-01-30,Gl375,09:58:35.86,-46:25:40.9,092.D-0206(A),13,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-30T03:33:33.894.tar,  1400.000
2015-01-30,Gl358,09:39:45.64,-41:04:00.3,092.C-0715(A),17,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-30T06:07:50.374.tar,   900.000
2015-01-30,Gl410,11:02:37.56,+21:57:44.1,092.C-0715(A),18,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-30T07:13:57.093.tar,   450.001
2015-01-31,GJ205,05:31:27.89,-03:41:05.5,092.C-0715(A),10,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-31T01:52:52.080.tar,   450.000
2015-01-31,Gl375,09:58:36.07,-46:25:39.3,092.D-0206(A),15,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-31T03:18:34.424.tar,  1400.000
2015-01-31,Gl410,11:02:37.92,+21:57:45.2,092.C-0715(A),24,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-01-31T07:17:17.837.tar,   450.001
2015-02-01,Gl358,09:39:46.11,-41:04:02.2,092.C-0715(A),14,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-01T04:29:21.283.tar,   900.000
2015-02-01,Gl375,09:58:35.19,-46:25:43.0,092.D-0206(A),15,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-01T05:33:43.968.tar,  1400.000
2015-02-02,Gl375,09:58:36.18,-46:25:40.2,092.D-0206(A),12,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-02T03:14:24.290.tar,  1400.000
2015-02-02,Gl410,11:02:37.84,+21:57:43.1,092.C-0715(A),22,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-02T07:03:11.692.tar,   450.001
2015-02-03,GJ205,05:31:28.06,-03:41:05.7,092.C-0715(A),7,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-03T01:57:45.039.tar,   450.000
2015-02-03,Gl358,09:39:46.57,-41:04:03.6,092.C-0715(A),12,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-03T03:21:58.319.tar,   900.000
2015-02-03,Gl375,09:58:35.18,-46:25:42.9,092.D-0206(A),14,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-03T04:47:05.563.tar,  1400.000
2015-02-03,Gl410,11:02:37.91,+21:57:45.5,092.C-0715(A),19,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-03T07:16:08.390.tar,   450.001
2015-02-04,Gl375,09:58:35.50,-46:25:44.8,092.D-0206(A),15,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-04T03:55:47.802.tar,  1400.000
2015-02-05,Gl375,09:58:35.02,-46:25:43.7,092.D-0206(A),14,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-05T04:33:48.628.tar,  1400.000
2015-02-05,Gl410,11:02:37.49,+21:57:43.5,092.C-0715(A),17,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-05T06:43:27.077.tar,   450.001
2015-02-06,Gl375,09:58:35.28,-46:25:44.5,092.D-0206(A),11,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-06T04:21:11.935.tar,  1400.000
2015-02-06,Gl410,11:02:37.39,+21:57:40.9,092.C-0715(A),13,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-06T06:18:03.908.tar,   450.002
2015-02-07,Gl358,09:39:46.53,-41:04:03.7,092.C-0715(A),12,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-07T03:01:48.016.tar,   900.000
2015-02-07,Gl375,09:58:35.34,-46:25:44.4,092.D-0206(A),13,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-07T04:07:29.928.tar,  1400.000
2015-02-07,Gl410,11:02:37.57,+21:57:44.0,092.C-0715(A),17,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-07T06:29:22.194.tar,   450.000
2015-02-09,Gl358,09:39:45.73,-41:04:02.7,092.C-0715(A),14,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-09T03:50:35.248.tar,   900.000
2015-02-09,Gl410,11:02:37.26,+21:57:41.1,092.C-0715(A),20,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-09T06:06:54.304.tar,   450.001
2015-02-24,Gl410,11:02:37.60,+21:57:44.1,092.C-0715(A),20,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-24T05:43:07.193.tar,   600.000
2015-02-24,Gl358,09:39:45.63,-41:04:09.7,092.C-0715(A),25,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-24T07:37:17.707.tar,   900.000
2015-02-25,Gl410,11:02:37.47,+21:57:48.5,092.C-0715(A),21,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-25T05:45:49.659.tar,   600.000
2015-02-26,Gl410,11:02:37.54,+21:57:45.3,092.C-0715(A),20,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-26T05:29:01.123.tar,   600.002
2015-02-26,Gl358,09:39:45.87,-41:04:08.0,092.C-0715(A),26,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-26T07:31:07.406.tar,   900.000
2015-02-27,Gl410,11:02:37.76,+21:57:46.2,092.C-0715(A),20,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-27T05:49:48.529.tar,   600.000
2015-02-28,Gl358,09:39:45.66,-41:04:07.2,092.C-0715(A),24,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-02-28T07:10:55.699.tar,   900.000
2015-03-01,Gl410,11:02:37.46,+21:57:43.6,092.C-0715(A),19,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-01T05:22:29.460.tar,   600.002
2015-03-02,Gl358,09:39:45.11,-41:04:06.2,092.C-0715(A),23,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-02T06:49:09.433.tar,   900.000
2015-03-03,Gl410,11:02:37.87,+21:57:51.2,092.C-0715(A),21,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-03T05:57:52.730.tar,   599.992
2015-03-03,Gl358,09:39:45.59,-41:04:07.9,092.C-0715(A),22,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-03T06:43:06.421.tar,   900.000
2015-03-04,Gl410,11:02:37.75,+21:57:47.3,092.C-0715(A),20,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-04T05:21:37.959.tar,   600.000
2015-03-05,Gl410,11:02:37.66,+21:57:44.9,092.C-0715(A),18,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-05T04:56:33.863.tar,   600.000
2015-03-05,Gl358,09:39:45.46,-41:04:01.0,092.C-0715(A),19,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-05T05:42:54.528.tar,   900.000
2015-03-07,Gl358,09:39:45.22,-41:04:01.5,092.C-0715(A),24,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-07T05:30:29.744.tar,   900.000
2015-03-08,Gl410,11:02:37.49,+21:57:41.2,092.C-0715(A),17,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-08T04:32:47.567.tar,   450.000
2015-03-09,Gl410,11:02:37.50,+21:57:43.7,092.C-0715(A),21,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-09T04:47:16.454.tar,   450.001
2015-03-10,Gl358,09:39:45.41,-41:04:00.3,092.C-0715(A),13,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-10T03:20:43.636.tar,   900.000
2015-03-10,Gl410,11:02:37.74,+21:57:48.3,092.C-0715(A),18,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-10T05:29:04.603.tar,   450.002
2015-03-11,Gl410,11:02:37.48,+21:57:45.4,092.C-0715(A),21,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-11T04:43:33.546.tar,   450.001
2015-03-12,Gl358,09:39:45.40,-41:03:58.8,092.C-0715(A),16,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-12T03:57:28.018.tar,   900.000
2015-03-13,Gl410,11:02:37.71,+21:57:45.6,092.C-0715(A),19,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-13T04:35:10.851.tar,   450.000
2015-03-14,Gl358,09:39:45.24,-41:03:59.4,092.C-0715(A),13,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-14T02:44:55.182.tar,   900.000
2015-03-14,Gl410,11:02:36.99,+21:57:44.9,092.C-0715(A),15,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-14T04:04:48.518.tar,   450.001
2015-03-15,Gl410,11:02:37.43,+21:57:47.0,092.C-0715(A),22,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-15T04:19:03.972.tar,   450.000
2015-03-24,Gl410,11:02:37.36,+21:57:39.9,092.C-0715(A),15,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-24T03:15:36.535.tar,   450.002
2015-03-26,Gl358,09:39:45.43,-41:04:00.7,092.C-0715(A),8,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-26T02:22:41.273.tar,   900.000
2015-03-26,Gl410,11:02:37.46,+21:57:42.1,092.C-0715(A),9,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-26T03:31:09.745.tar,   450.001
2015-03-28,Gl358,09:39:45.68,-41:03:58.8,092.C-0715(A),9,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-28T01:45:50.118.tar,   900.000
2015-03-28,Gl410,11:02:37.43,+21:57:51.5,092.C-0715(A),11,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-28T03:10:21.881.tar,   450.002
2015-03-29,Gl410,11:02:37.94,+21:57:54.6,092.C-0715(A),18,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-29T03:24:25.591.tar,   450.001
2015-03-30,Gl358,09:39:45.49,-41:03:57.9,092.C-0715(A),14,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-30T02:30:22.227.tar,   900.000
2015-03-30,Gl410,11:02:37.77,+21:57:55.8,092.C-0715(A),15,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-03-30T03:35:38.949.tar,   450.001
2015-04-01,Gl358,09:39:45.67,-41:03:58.1,092.C-0715(A),7,SCIENCE,"STAR,CIRPOL,NONE",HARPS.2014-04-01T00:55:38.378.tar,   900.000
2015-04-22,HD-44743,06:22:41.99,-17:57:23.8,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-21T23:09:48.550.tar,    40.000
2015-04-22,HD-44743,06:22:41.95,-17:57:24.8,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-21T23:17:15.348.tar,    39.999
2015-04-22,HD-44743,06:22:41.94,-17:57:26.2,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-21T23:23:00.250.tar,    40.000
2015-04-22,HD-44743,06:22:41.97,-17:57:27.1,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-21T23:28:12.499.tar,    40.000
2015-04-22,HD-44743,06:22:41.98,-17:57:27.5,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-21T23:33:22.798.tar,    40.000
2015-04-22,HD-44743,06:22:42.01,-17:57:28.3,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-21T23:38:19.416.tar,    40.000
2015-04-22,HD-52089,06:58:37.35,-28:58:19.2,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-21T23:45:08.222.tar,    45.000
2015-04-22,HD-52089,06:58:37.37,-28:58:20.5,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-21T23:50:20.551.tar,    45.000
2015-04-22,HD-52089,06:58:37.35,-28:58:21.8,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-21T23:55:32.341.tar,    45.000
2015-04-22,HD-52089,06:58:37.38,-28:58:22.5,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T00:00:46.941.tar,    44.999
2015-04-22,HD-52089,06:58:37.37,-28:58:23.7,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T00:05:59.150.tar,    45.000
2015-04-22,HD83058,09:34:08.48,-51:15:20.0,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T00:14:06.761.tar,   800.000
2015-04-22,HD72754,08:32:23.20,-49:36:06.7,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T01:13:57.906.tar,  2400.000
2015-04-22,HD157246,17:25:22.64,-56:22:51.6,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T04:00:33.703.tar,   200.001
2015-04-22,HD147165,16:21:12.18,-25:35:39.2,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T04:25:55.980.tar,   200.000
2015-04-22,HD165024,18:06:36.82,-50:05:43.0,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T04:45:28.203.tar,   450.000
2015-04-22,BD-12_4982,18:18:09.04,-12:10:56.2,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T05:21:20.508.tar,  2699.992
2015-04-22,HD125288,14:20:20.82,-56:23:20.3,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T08:27:20.840.tar,   800.000
2015-04-22,HD157056,17:22:00.58,-24:59:56.8,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T09:24:35.196.tar,   150.001
2015-04-22,HD157056,17:22:00.51,-24:59:58.5,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T09:36:47.172.tar,   150.001
2015-04-22,HD157056,17:22:00.44,-25:00:00.1,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T09:48:59.179.tar,   150.000
2015-04-22,HD157056,17:22:00.45,-25:00:02.3,60.A-9253(G),,SCIENCE,"STAR,CIRPOL,G2V",HARPS.2014-04-22T10:01:11.104.tar,   150.000
